,resid(t-5),resid(t-4),resid(t-3),resid(t-2),resid(t-1),resid(t)
2012-05-25,3.1631720496718603,-0.2001133582695012,-2.5375452800832727,-0.3293056427556358,1.576017878409195,1.0697930671278963
2012-05-29,-0.2001133582695012,-2.5375452800832727,-0.3293056427556358,1.576017878409195,1.0697930671278963,-1.5131194923026785
2012-05-30,-2.5375452800832727,-0.3293056427556358,1.576017878409195,1.0697930671278963,-1.5131194923026785,-0.943237571342988
2012-05-31,-0.3293056427556358,1.576017878409195,1.0697930671278963,-1.5131194923026785,-0.943237571342988,1.4128467620294736
2012-06-01,1.576017878409195,1.0697930671278963,-1.5131194923026785,-0.943237571342988,1.4128467620294736,-0.0322764178554932
2012-06-04,1.0697930671278963,-1.5131194923026785,-0.943237571342988,1.4128467620294736,-0.0322764178554932,-0.5245154045517889
2012-06-05,-1.5131194923026785,-0.943237571342988,1.4128467620294736,-0.0322764178554932,-0.5245154045517889,-0.8917781684501557
2012-06-06,-0.943237571342988,1.4128467620294736,-0.0322764178554932,-0.5245154045517889,-0.8917781684501557,0.3294114307322137
2012-06-07,1.4128467620294736,-0.0322764178554932,-0.5245154045517889,-0.8917781684501557,0.3294114307322137,-0.2453952728825548
2012-06-08,-0.0322764178554932,-0.5245154045517889,-0.8917781684501557,0.3294114307322137,-0.2453952728825548,0.0776089886386466
2012-06-11,-0.5245154045517889,-0.8917781684501557,0.3294114307322137,-0.2453952728825548,0.0776089886386466,-0.0530150078232662
2012-06-12,-0.8917781684501557,0.3294114307322137,-0.2453952728825548,0.0776089886386466,-0.0530150078232662,-0.0546680305107259
2012-06-13,0.3294114307322137,-0.2453952728825548,0.0776089886386466,-0.0530150078232662,-0.0546680305107259,-0.6075945659719305
2012-06-14,-0.2453952728825548,0.0776089886386466,-0.0530150078232662,-0.0546680305107259,-0.6075945659719305,-0.5211009918767615
2012-06-15,0.0776089886386466,-0.0530150078232662,-0.0546680305107259,-0.6075945659719305,-0.5211009918767615,0.1355469921786878
2012-06-18,-0.0530150078232662,-0.0546680305107259,-0.6075945659719305,-0.5211009918767615,0.1355469921786878,0.7201638557020932
2012-06-19,-0.0546680305107259,-0.6075945659719305,-0.5211009918767615,0.1355469921786878,0.7201638557020932,0.5147285606757882
2012-06-20,-0.6075945659719305,-0.5211009918767615,0.1355469921786878,0.7201638557020932,0.5147285606757882,-0.2439795299611492
2012-06-21,-0.5211009918767615,0.1355469921786878,0.7201638557020932,0.5147285606757882,-0.2439795299611492,-0.1874557434636877
2012-06-22,0.1355469921786878,0.7201638557020932,0.5147285606757882,-0.2439795299611492,-0.1874557434636877,0.6230286816318356
2012-06-25,0.7201638557020932,0.5147285606757882,-0.2439795299611492,-0.1874557434636877,0.6230286816318356,-0.440603127330139
2012-06-26,0.5147285606757882,-0.2439795299611492,-0.1874557434636877,0.6230286816318356,-0.440603127330139,0.6985317375556298
2012-06-27,-0.2439795299611492,-0.1874557434636877,0.6230286816318356,-0.440603127330139,0.6985317375556298,0.3773606494821732
2012-06-28,-0.1874557434636877,0.6230286816318356,-0.440603127330139,0.6985317375556298,0.3773606494821732,-0.2873485504705051
2012-06-29,0.6230286816318356,-0.440603127330139,0.6985317375556298,0.3773606494821732,-0.2873485504705051,-0.3279616137783221
2012-07-02,-0.440603127330139,0.6985317375556298,0.3773606494821732,-0.2873485504705051,-0.3279616137783221,-0.454590477793975
2012-07-03,0.6985317375556298,0.3773606494821732,-0.2873485504705051,-0.3279616137783221,-0.454590477793975,-0.0946231696708467
2012-07-05,0.3773606494821732,-0.2873485504705051,-0.3279616137783221,-0.454590477793975,-0.0946231696708467,0.1196347431100609
2012-07-06,-0.2873485504705051,-0.3279616137783221,-0.454590477793975,-0.0946231696708467,0.1196347431100609,0.1861465514582036
2012-07-09,-0.3279616137783221,-0.454590477793975,-0.0946231696708467,0.1196347431100609,0.1861465514582036,0.5111478069980593
2012-07-10,-0.454590477793975,-0.0946231696708467,0.1196347431100609,0.1861465514582036,0.5111478069980593,-0.0050654076035282
2012-07-11,-0.0946231696708467,0.1196347431100609,0.1861465514582036,0.5111478069980593,-0.0050654076035282,-0.2984088752372821
2012-07-12,0.1196347431100609,0.1861465514582036,0.5111478069980593,-0.0050654076035282,-0.2984088752372821,0.4832482532419629
2012-07-13,0.1861465514582036,0.5111478069980593,-0.0050654076035282,-0.2984088752372821,0.4832482532419629,1.015266805974835
2012-07-16,0.5111478069980593,-0.0050654076035282,-0.2984088752372821,0.4832482532419629,1.015266805974835,-1.2409922381679706
2012-07-17,-0.0050654076035282,-0.2984088752372821,0.4832482532419629,1.015266805974835,-1.2409922381679706,-0.9880228660996092
2012-07-18,-0.2984088752372821,0.4832482532419629,1.015266805974835,-1.2409922381679706,-0.9880228660996092,0.4268226768867044
2012-07-19,0.4832482532419629,1.015266805974835,-1.2409922381679706,-0.9880228660996092,0.4268226768867044,0.3753628925242321
2012-07-20,1.015266805974835,-1.2409922381679706,-0.9880228660996092,0.4268226768867044,0.3753628925242321,0.0103328765314777
2012-07-23,-1.2409922381679706,-0.9880228660996092,0.4268226768867044,0.3753628925242321,0.0103328765314777,-0.2060908099453136
2012-07-24,-0.9880228660996092,0.4268226768867044,0.3753628925242321,0.0103328765314777,-0.2060908099453136,-0.0250441215927747
2012-07-25,0.4268226768867044,0.3753628925242321,0.0103328765314777,-0.2060908099453136,-0.0250441215927747,1.8772827293769865
2012-07-26,0.3753628925242321,0.0103328765314777,-0.2060908099453136,-0.0250441215927747,1.8772827293769865,0.6670541004099623
2012-07-27,0.0103328765314777,-0.2060908099453136,-0.0250441215927747,1.8772827293769865,0.6670541004099623,-1.1764072357732125
2012-07-30,-0.2060908099453136,-0.0250441215927747,1.8772827293769865,0.6670541004099623,-1.1764072357732125,-0.2060904284755706
2012-07-31,-0.0250441215927747,1.8772827293769865,0.6670541004099623,-1.1764072357732125,-0.2060904284755706,-0.2328253410752449
2012-08-01,1.8772827293769865,0.6670541004099623,-1.1764072357732125,-0.2060904284755706,-0.2328253410752449,-0.5341594550712793
2012-08-02,0.6670541004099623,-1.1764072357732125,-0.2060904284755706,-0.2328253410752449,-0.5341594550712793,-0.9692091747365528
2012-08-03,-1.1764072357732125,-0.2060904284755706,-0.2328253410752449,-0.5341594550712793,-0.9692091747365528,0.224108129827303
2012-08-06,-0.2060904284755706,-0.2328253410752449,-0.5341594550712793,-0.9692091747365528,0.224108129827303,0.924709055777305
2012-08-07,-0.2328253410752449,-0.5341594550712793,-0.9692091747365528,0.224108129827303,0.924709055777305,-0.4166304253037477
2012-08-08,-0.5341594550712793,-0.9692091747365528,0.224108129827303,0.924709055777305,-0.4166304253037477,-0.5561351630790982
2012-08-09,-0.9692091747365528,0.224108129827303,0.924709055777305,-0.4166304253037477,-0.5561351630790982,-0.0441908641896918
2012-08-10,0.224108129827303,0.924709055777305,-0.4166304253037477,-0.5561351630790982,-0.0441908641896918,0.7695274413508202
2012-08-13,0.924709055777305,-0.4166304253037477,-0.5561351630790982,-0.0441908641896918,0.7695274413508202,0.3033692578036757
2012-08-14,-0.4166304253037477,-0.5561351630790982,-0.0441908641896918,0.7695274413508202,0.3033692578036757,-0.6363970421250119
2012-08-15,-0.5561351630790982,-0.0441908641896918,0.7695274413508202,0.3033692578036757,-0.6363970421250119,0.7384918358222697
2012-08-16,-0.0441908641896918,0.7695274413508202,0.3033692578036757,-0.6363970421250119,0.7384918358222697,-0.1141173168264205
2012-08-17,0.7695274413508202,0.3033692578036757,-0.6363970421250119,0.7384918358222697,-0.1141173168264205,-0.7428680359441742
2012-08-20,0.3033692578036757,-0.6363970421250119,0.7384918358222697,-0.1141173168264205,-0.7428680359441742,0.4072594860751644
2012-08-21,-0.6363970421250119,0.7384918358222697,-0.1141173168264205,-0.7428680359441742,0.4072594860751644,-0.3047484062607569
2012-08-22,0.7384918358222697,-0.1141173168264205,-0.7428680359441742,0.4072594860751644,-0.3047484062607569,-0.0926269385917671
2012-08-23,-0.1141173168264205,-0.7428680359441742,0.4072594860751644,-0.3047484062607569,-0.0926269385917671,0.2375092700876696
2012-08-24,-0.7428680359441742,0.4072594860751644,-0.3047484062607569,-0.0926269385917671,0.2375092700876696,0.1182190001886553
2012-08-27,0.4072594860751644,-0.3047484062607569,-0.0926269385917671,0.2375092700876696,0.1182190001886553,-0.2340605517666296
2012-08-28,-0.3047484062607569,-0.0926269385917671,0.2375092700876696,0.1182190001886553,-0.2340605517666296,0.0768468238417906
2012-08-29,-0.0926269385917671,0.2375092700876696,0.1182190001886553,-0.2340605517666296,0.0768468238417906,0.1111568596259536
2012-08-30,0.2375092700876696,0.1182190001886553,-0.2340605517666296,0.0768468238417906,0.1111568596259536,0.5431855396188777
2012-08-31,0.1182190001886553,-0.2340605517666296,0.0768468238417906,0.1111568596259536,0.5431855396188777,-0.3872451721746096
