,resid(t-5),resid(t-4),resid(t-3),resid(t-2),resid(t-1),resid(t)
2012-05-25,0.5357855245185037,0.4345744009301981,0.3642342179176749,0.4306866261249712,0.4880233998406324,0.48370664592290497
2012-05-29,0.4345744009301981,0.3642342179176749,0.4306866261249712,0.4880233998406324,0.4727896103391286,0.4075887453138046
2012-05-30,0.3642342179176749,0.4306866261249712,0.4880233998406324,0.4727896103391286,0.3950621948622699,0.4243830480323202
2012-05-31,0.4306866261249712,0.4880233998406324,0.4727896103391286,0.3950621948622699,0.41221161352201324,0.4938163675845084
2012-06-01,0.4880233998406324,0.4727896103391286,0.3950621948622699,0.41221161352201324,0.48311310231222304,0.4512288854133577
2012-06-04,0.4727896103391286,0.3950621948622699,0.41221161352201324,0.48311310231222304,0.43962510679025263,0.43672270395999363
2012-06-05,0.3950621948622699,0.41221161352201324,0.48311310231222304,0.43962510679025263,0.4248121917757057,0.425899546026222
2012-06-06,0.41221161352201324,0.48311310231222304,0.43962510679025263,0.4248121917757057,0.41376017790304054,0.4618877517423006
2012-06-07,0.48311310231222304,0.43962510679025263,0.4248121917757057,0.41376017790304054,0.45050935510809176,0.444948316694279
2012-06-08,0.43962510679025263,0.4248121917757057,0.41376017790304054,0.45050935510809176,0.4332117352921897,0.45446718568774075
2012-06-11,0.4248121917757057,0.41376017790304054,0.45050935510809176,0.4332117352921897,0.4429318810030415,0.45061772344266837
2012-06-12,0.41376017790304054,0.45050935510809176,0.4332117352921897,0.4429318810030415,0.43900102178476386,0.4505690092048715
2012-06-13,0.45050935510809176,0.4332117352921897,0.4429318810030415,0.43900102178476386,0.43895127748321877,0.43427437820131604
2012-06-14,0.4332117352921897,0.4429318810030415,0.43900102178476386,0.43895127748321877,0.4223120961090541,0.43682332599757956
2012-06-15,0.4429318810030415,0.43900102178476386,0.43895127748321877,0.4223120961090541,0.4249149414687344,0.45617460670702714
2012-06-18,0.43900102178476386,0.43895127748321877,0.4223120961090541,0.4249149414687344,0.44467540548148893,0.47340314514500237
2012-06-19,0.43895127748321877,0.4223120961090541,0.4249149414687344,0.44467540548148893,0.46226824178558723,0.46734900935503165
2012-06-20,0.4223120961090541,0.4249149414687344,0.44467540548148893,0.46226824178558723,0.4560860911464495,0.4449900383462901
2012-06-21,0.4249149414687344,0.44467540548148893,0.46226824178558723,0.4560860911464495,0.4332543391495517,0.4466557826808998
2012-06-22,0.44467540548148893,0.46226824178558723,0.4560860911464495,0.4332543391495517,0.4349553056888069,0.47054059159144435
2012-06-25,0.46226824178558723,0.4560860911464495,0.4332543391495517,0.4349553056888069,0.45934515946721394,0.43919558146957877
2012-06-26,0.4560860911464495,0.4332543391495517,0.4349553056888069,0.45934515946721394,0.4273373583406375,0.4727656510831051
2012-06-27,0.4332543391495517,0.4349553056888069,0.45934515946721394,0.4273373583406375,0.46161726789617874,0.4633008053332042
2012-06-28,0.4349553056888069,0.45934515946721394,0.4273373583406375,0.46161726789617874,0.4519522877516926,0.44371196225324067
2012-06-29,0.45934515946721394,0.4273373583406375,0.46161726789617874,0.4519522877516926,0.43194923810629443,0.4425151036507269
2012-07-02,0.4273373583406375,0.46161726789617874,0.4519522877516926,0.43194923810629443,0.4307270718993941,0.438783377135172
2012-07-03,0.46161726789617874,0.4519522877516926,0.43194923810629443,0.4307270718993941,0.4269164379355106,0.44939153949134647
2012-07-05,0.4519522877516926,0.43194923810629443,0.4307270718993941,0.4269164379355106,0.4377489101438385,0.4557056760075922
2012-07-06,0.43194923810629443,0.4307270718993941,0.4269164379355106,0.4377489101438385,0.4441965592309596,0.4576657652869179
2012-07-09,0.4307270718993941,0.4269164379355106,0.4377489101438385,0.4441965592309596,0.44619809464597693,0.4672434852823905
2012-07-10,0.4269164379355106,0.4377489101438385,0.4441965592309596,0.44619809464597693,0.45597833576471464,0.4520307882754077
2012-07-11,0.4377489101438385,0.4441965592309596,0.44619809464597693,0.45597833576471464,0.44044396590790924,0.44338601676266337
2012-07-12,0.4441965592309596,0.44619809464597693,0.45597833576471464,0.44044396590790924,0.4316164004903568,0.4664212911852303
2012-07-13,0.44619809464597693,0.45597833576471464,0.44044396590790924,0.4316164004903568,0.45513875635328577,0.4820997682483663
2012-07-16,0.45597833576471464,0.44044396590790924,0.4316164004903568,0.45513875635328577,0.47114875519690963,0.4156082793888643
2012-07-17,0.44044396590790924,0.4316164004903568,0.45513875635328577,0.47114875519690963,0.40325130218124483,0.4230632346291962
2012-07-18,0.4316164004903568,0.45513875635328577,0.47114875519690963,0.40325130218124483,0.4108638926322403,0.46475844108326336
2012-07-19,0.45513875635328577,0.47114875519690963,0.40325130218124483,0.4108638926322403,0.45344074524529326,0.46324193184752993
2012-07-20,0.47114875519690963,0.40325130218124483,0.4108638926322403,0.45344074524529326,0.45189216938472554,0.4524845725342126
2012-07-23,0.40325130218124483,0.4108638926322403,0.45344074524529326,0.45189216938472554,0.44090734544595145,0.44610661111366523
2012-07-24,0.4108638926322403,0.45344074524529326,0.45189216938472554,0.44090734544595145,0.4343945218753682,0.4514420196931424
2012-07-25,0.45344074524529326,0.45189216938472554,0.44090734544595145,0.4343945218753682,0.43984274779958976,0.5075031997897934
2012-07-26,0.45189216938472554,0.44090734544595145,0.4343945218753682,0.43984274779958976,0.49708934291882545,0.47183801160614525
2012-07-27,0.44090734544595145,0.4343945218753682,0.43984274779958976,0.49708934291882545,0.4606700134598185,0.41751158609399197
2012-07-30,0.4343945218753682,0.43984274779958976,0.49708934291882545,0.4606700134598185,0.4051948543531457,0.44610662235549986
2012-07-31,0.43984274779958976,0.49708934291882545,0.4606700134598185,0.4051948543531457,0.43439453335491174,0.44531874999310617
2012-08-01,0.49708934291882545,0.4606700134598185,0.4051948543531457,0.43439453335491174,0.43359000141216936,0.43643849577949156
2012-08-02,0.4606700134598185,0.4051948543531457,0.43439453335491174,0.43359000141216936,0.42452197400628444,0.4236176702348596
2012-08-03,0.4051948543531457,0.43439453335491174,0.43359000141216936,0.42452197400628444,0.411430051792329,0.4587844851749426
2012-08-06,0.43439453335491174,0.43359000141216936,0.42452197400628444,0.411430051792329,0.4473404698933615,0.4794310500202746
2012-08-07,0.43359000141216936,0.42452197400628444,0.411430051792329,0.4473404698933615,0.4684236068566945,0.4399020520558609
2012-08-08,0.42452197400628444,0.411430051792329,0.4473404698933615,0.4684236068566945,0.428058767264724,0.43579087619521784
2012-08-09,0.411430051792329,0.4473404698933615,0.4684236068566945,0.428058767264724,0.4238606604900814,0.45087776913628214
2012-08-10,0.4473404698933615,0.4684236068566945,0.428058767264724,0.4238606604900814,0.43926656615092136,0.4748578798368136
2012-08-13,0.4684236068566945,0.428058767264724,0.4238606604900814,0.43926656615092136,0.46375373687799254,0.46112029427519363
2012-08-14,0.428058767264724,0.4238606604900814,0.43926656615092136,0.46375373687799254,0.44972566973409567,0.43342557516727154
2012-08-15,0.4238606604900814,0.43926656615092136,0.46375373687799254,0.44972566973409567,0.4214453451141206,0.4739432669404768
2012-08-16,0.43926656615092136,0.46375373687799254,0.44972566973409567,0.4214453451141206,0.4628197844696209,0.44881705099376673
2012-08-17,0.46375373687799254,0.44972566973409567,0.4214453451141206,0.4628197844696209,0.43716227407294406,0.4302878969304729
2012-08-20,0.44972566973409567,0.4214453451141206,0.4628197844696209,0.43716227407294406,0.41824132059435887,0.464181917883377
2012-08-21,0.4214453451141206,0.4628197844696209,0.43716227407294406,0.41824132059435887,0.4528520314482622,0.44319919209041836
2012-08-22,0.4628197844696209,0.43716227407294406,0.41824132059435887,0.4528520314482622,0.4314256254058535,0.44945036800968535
2012-08-23,0.43716227407294406,0.41824132059435887,0.4528520314482622,0.4314256254058535,0.4378089825926347,0.4591794140155116
2012-08-24,0.41824132059435887,0.4528520314482622,0.4314256254058535,0.4378089825926347,0.4477437495139116,0.45566395435558116
2012-08-27,0.4528520314482622,0.4314256254058535,0.4378089825926347,0.4477437495139116,0.4441539553735976,0.4452823485886936
2012-08-28,0.4314256254058535,0.4378089825926347,0.4477437495139116,0.4441539553735976,0.4335528302991713,0.4544447248483124
2012-08-29,0.4378089825926347,0.4477437495139116,0.4441539553735976,0.4335528302991713,0.4429089452286148,0.455455834529195
2012-08-30,0.4477437495139116,0.4441539553735976,0.4335528302991713,0.4429089452286148,0.44394143484839865,0.46818763065752855
2012-08-31,0.4441539553735976,0.4335528302991713,0.4429089452286148,0.44394143484839865,0.45694244511687326,0.440768029407239
2012-09-04,0.4335528302991713,0.4429089452286148,0.44394143484839865,0.45694244511687326,0.4289430557283508,0.42714820205880627
2012-09-05,0.4429089452286148,0.44394143484839865,0.45694244511687326,0.4289430557283508,0.4150352367979355,0.45432696663512445
2012-09-06,0.44394143484839865,0.45694244511687326,0.4289430557283508,0.4150352367979355,0.4427886970151324,0.4612257733805013
2012-09-07,0.45694244511687326,0.4289430557283508,0.4150352367979355,0.4427886970151324,0.44983337919766164,0.4564710650468888
2012-09-10,0.4289430557283508,0.4150352367979355,0.4427886970151324,0.44983337919766164,0.4449781324401887,0.43605790323278537
2012-09-11,0.4150352367979355,0.4427886970151324,0.44983337919766164,0.4449781324401887,0.42413333382088114,0.43927688206918275
2012-09-12,0.4427886970151324,0.44983337919766164,0.4449781324401887,0.42413333382088114,0.42742037804340616,0.46716216219911766
2012-09-13,0.44983337919766164,0.4449781324401887,0.42413333382088114,0.42742037804340616,0.4558952931028595,0.44485794383924376
2012-09-14,0.4449781324401887,0.42413333382088114,0.42742037804340616,0.4558952931028595,0.4331194515009271,0.47313329574202756
2012-09-17,0.42413333382088114,0.42742037804340616,0.4558952931028595,0.4331194515009271,0.4619926864103948,0.4435352968288739
2012-09-18,0.42742037804340616,0.4558952931028595,0.4331194515009271,0.4619926864103948,0.43176883708721386,0.43804044893530686
2012-09-19,0.4558952931028595,0.4331194515009271,0.4619926864103948,0.43176883708721386,0.42615780050071134,0.4762881370543237
2012-09-20,0.4331194515009271,0.4619926864103948,0.43176883708721386,0.42615780050071134,0.4652142369193047,0.46010712094347755
2012-09-21,0.4619926864103948,0.43176883708721386,0.42615780050071134,0.4652142369193047,0.448691072827531,0.48208261641470124
2012-09-24,0.43176883708721386,0.42615780050071134,0.4652142369193047,0.448691072827531,0.4711312406873027,0.4352924692261507
2012-09-25,0.42615780050071134,0.4652142369193047,0.448691072827531,0.4711312406873027,0.42335171469347854,0.4289145190474376
2012-09-26,0.4652142369193047,0.448691072827531,0.4711312406873027,0.42335171469347854,0.4168389026024384,0.44749724883247666
2012-09-27,0.448691072827531,0.4711312406873027,0.42335171469347854,0.4168389026024384,0.4358145646627139,0.43172832463769795
2012-09-28,0.4711312406873027,0.42335171469347854,0.4168389026024384,0.4358145646627139,0.4197122061806393,0.4641251015836776
2012-10-01,0.42335171469347854,0.4168389026024384,0.4358145646627139,0.4197122061806393,0.4527940137665178,0.4651431588830108
2012-10-02,0.4168389026024384,0.4358145646627139,0.4197122061806393,0.4527940137665178,0.4538335979123141,0.4590595986163474
2012-10-03,0.4358145646627139,0.4197122061806393,0.4527940137665178,0.4538335979123141,0.4476214006152052,0.45203073206623523
2012-10-04,0.4197122061806393,0.4527940137665178,0.4538335979123141,0.4476214006152052,0.4404439085101925,0.4650528422371486
