,true,pred
2012-05-25,0.4837066459229049,0.463098
2012-05-29,0.4075887453138046,0.44885173
2012-05-30,0.4243830480323202,0.44999066
2012-05-31,0.4938163675845084,0.46865115
2012-06-01,0.4512288854133577,0.46586174
2012-06-04,0.4367227039599936,0.4491001
2012-06-05,0.425899546026222,0.46120828
2012-06-06,0.4618877517423006,0.4655071
2012-06-07,0.444948316694279,0.4676938
2012-06-08,0.4544671856877407,0.46302056
2012-06-11,0.4506177234426683,0.4653436
2012-06-12,0.4505690092048715,0.46120274
2012-06-13,0.434274378201316,0.45910767
2012-06-14,0.4368233259975795,0.46214187
2012-06-15,0.4561746067070271,0.4684199
2012-06-18,0.4734031451450023,0.46927392
2012-06-19,0.4673490093550316,0.46097648
2012-06-20,0.4449900383462901,0.45170102
2012-06-21,0.4466557826808998,0.44986615
2012-06-22,0.4705405915914443,0.4558366
2012-06-25,0.4391955814695787,0.45624965
2012-06-26,0.4727656510831051,0.4525268
2012-06-27,0.4633008053332042,0.46034288
2012-06-28,0.4437119622532406,0.4495092
2012-06-29,0.4425151036507269,0.45027426
2012-07-02,0.438783377135172,0.45973334
2012-07-03,0.4493915394913464,0.46203607
2012-07-05,0.4557056760075922,0.46684572
2012-07-06,0.4576657652869179,0.46488118
2012-07-09,0.4672434852823905,0.4604432
2012-07-10,0.4520307882754077,0.45629603
2012-07-11,0.4433860167626633,0.45106366
2012-07-12,0.4664212911852303,0.4554557
2012-07-13,0.4820997682483663,0.45851952
2012-07-16,0.4156082793888643,0.4498313
2012-07-17,0.4230632346291962,0.44783235
2012-07-18,0.4647584410832633,0.47023728
2012-07-19,0.4632419318475299,0.47177818
2012-07-20,0.4524845725342126,0.45987007
2012-07-23,0.4461066111136652,0.4598827
2012-07-24,0.4514420196931424,0.45865428
2012-07-25,0.5075031997897934,0.45842043
2012-07-26,0.4718380116061452,0.45372826
2012-07-27,0.4175115860939919,0.43412822
2012-07-30,0.4461066223554998,0.44300652
2012-07-31,0.4453187499931061,0.46240836
2012-08-01,0.4364384957794915,0.4597076
2012-08-02,0.4236176702348596,0.46718544
2012-08-03,0.4587844851749426,0.4748575
2012-08-06,0.4794310500202746,0.4756683
2012-08-07,0.4399020520558609,0.46223706
2012-08-08,0.4357908761952178,0.4528237
2012-08-09,0.4508777691362821,0.462501
2012-08-10,0.4748578798368136,0.46390235
2012-08-13,0.4611202942751936,0.4590972
2012-08-14,0.4334255751672715,0.45224097
2012-08-15,0.4739432669404768,0.4542317
