,true,pred
2004-08-26,0.0014432558024162,0.00071473233
2004-08-27,0.0012737795843893,3.1620264e-05
2004-08-30,0.0008839860999079,-0.00022773072
2004-08-31,0.0004501276047238,-0.0005323477
2004-09-01,3.3894464899542065e-05,-0.0010050423
2004-09-02,4.7442646820619605e-06,-0.0014429986
2004-09-03,0.0,-0.0014106147
2004-09-07,0.0001396485438208,-0.0013175048
2004-09-08,0.0003986084333861,-0.001155585
2004-09-09,0.0009063583156353,-0.0008668788
2004-09-10,0.0015781607304765,-0.00030390918
2004-09-13,0.0022357251598992,0.00043766387
2004-09-14,0.0030261582018891,0.0011243857
2004-09-15,0.0038504883044643,0.001912484
2004-09-16,0.0046544812089627,0.0027613342
2004-09-17,0.0050849484406765,0.0035679545
2004-09-20,0.0055174487432766,0.0039387792
2004-09-21,0.0059818136844974,0.0042777825
2004-09-22,0.0061404418827332,0.004744947
2004-09-23,0.0060658736706011,0.004889548
2004-09-24,0.0066773419651997,0.004712235
2004-09-27,0.0075382803221563,0.0053488836
2004-09-28,0.0081334775604504,0.006416794
2004-09-29,0.0089978039362697,0.007047083
2004-09-30,0.0101366779436775,0.007845137
2004-10-01,0.0109169423866289,0.009067006
2004-10-04,0.0113236837524817,0.009876609
2004-10-05,0.011950742384789,0.010133538
2004-10-06,0.0122998614731168,0.010682441
2004-10-07,0.0123134213356252,0.011063902
2004-10-08,0.0122476661256338,0.010983795
2004-10-11,0.0125066240684345,0.010816155
2004-10-12,0.0127201633503994,0.011109933
2004-10-13,0.013152664301921,0.011411063
2004-10-14,0.0140949482065781,0.011862712
2004-10-15,0.014809457439538,0.012905035
2004-10-18,0.0147816628362185,0.0137121845
2004-10-19,0.015281955313225,0.013520464
2004-10-20,0.0172017770778654,0.013883358
2004-10-21,0.0197940754867278,0.01612237
2004-10-22,0.0220894533993529,0.019176332
2004-10-25,0.0251725557558576,0.021561984
2004-10-26,0.028149904033441,0.024601921
2004-10-27,0.0293843641696529,0.027716892
2004-10-28,0.0299693941067516,0.02868668
2004-10-29,0.0308554132775458,0.028708102
2004-11-01,0.0312418161474788,0.029480658
2004-11-02,0.0306588199301878,0.029952288
2004-11-03,0.0292155641277716,0.029138993
2004-11-04,0.0276238480772366,0.027326904
2004-11-05,0.0258497773136835,0.025538027
2004-11-08,0.0242356916431067,0.023761768
2004-11-09,0.0241218046317188,0.022178484
2004-11-10,0.0249793517252053,0.022323173
2004-11-11,0.0258145291986502,0.023689793
2004-11-12,0.0260748414405061,0.024747534
2004-11-15,0.0263893879410244,0.024846978
2004-11-16,0.0253399950094694,0.024979409
2004-11-17,0.0244858365837673,0.023758382
2004-11-18,0.0231456230175548,0.022629164
2004-11-19,0.0228053169313678,0.021276494
2004-11-22,0.022958523390933,0.021023674
2004-11-23,0.0237618375236002,0.021481352
2004-11-24,0.0245515956872874,0.022514354
2004-11-26,0.0256958959758158,0.023409717
2004-11-29,0.0265392083284913,0.024570443
2004-11-30,0.0268537561268526,0.02542339
2004-12-01,0.0269222251263259,0.025587628
2004-12-02,0.0265995424487339,0.025473934
2004-12-03,0.0258843544439429,0.025052082
2004-12-06,0.0252078058176553,0.024214886
2004-12-07,0.0248030968737672,0.0234637
2004-12-08,0.0242099307595951,0.023128567
2004-12-09,0.023814035466769,0.022598155
2004-12-10,0.024306193064545,0.022183884
2004-12-13,0.0249705367763006,0.022833144
2004-12-14,0.025176618653023,0.023745282
2004-12-15,0.0257480900254559,0.023917915
2004-12-16,0.0267357938887919,0.024382252
2004-12-17,0.0270788124666179,0.02550584
2004-12-20,0.0275208071388756,0.025879867
2004-12-21,0.028295649194235,0.026156599
2004-12-22,0.0290976083789256,0.026980087
2004-12-23,0.0296223067914674,0.027894825
2004-12-27,0.0302425887371279,0.028378459
2004-12-28,0.0310086184392681,0.028924681
2004-12-29,0.0313401147679221,0.029730564
2004-12-30,0.0320722513030057,0.030046578
2004-12-31,0.032190205754009,0.030720647
2005-01-03,0.0322315576241512,0.030841371
2005-01-04,0.0316180556097449,0.030739382
2005-01-05,0.0316899132770023,0.029996626
2005-01-06,0.0311713173217265,0.030035729
2005-01-07,0.0311062395857232,0.029608753
2005-01-10,0.0312330063899457,0.029494295
2005-01-11,0.0316926244707983,0.029728482
2005-01-12,0.0321075020137248,0.030309152
2005-01-13,0.0327067679894773,0.03077547
2005-01-14,0.0329616591415842,0.031377487
2005-01-18,0.0328626843449956,0.031610277
2005-01-19,0.0323847627858736,0.031376403
2005-01-20,0.0310797999303804,0.030749781
2005-01-21,0.0292643772966851,0.029255506
2005-01-24,0.0287179867380896,0.027191462
2005-01-25,0.0283220940409495,0.026725817
2005-01-26,0.0284617419358491,0.02670819
2005-01-27,0.0294718167170697,0.026983729
2005-01-28,0.0304737553212165,0.028184246
2005-01-31,0.0316072082388753,0.029387105
2005-02-01,0.0331514686641592,0.030504856
2005-02-02,0.0341018880969685,0.032092173
2005-02-03,0.0341296801046021,0.033053152
2005-02-04,0.034586586991659,0.032790408
2005-02-07,0.0336117642190003,0.033060566
2005-02-08,0.0320607238624622,0.032017063
2005-02-09,0.030910999888499,0.030079994
2005-02-10,0.0307049180117768,0.028836422
2005-02-11,0.0304737527255307,0.028938647
2005-02-14,0.0309367594741678,0.028965963
2005-02-15,0.0316092393629971,0.029499937
2005-02-16,0.0323244273677881,0.030325571
2005-02-17,0.0322146064981727,0.031095132
2005-02-18,0.0321278366161161,0.030842109
2005-02-22,0.0314824738566176,0.030544642
2005-02-23,0.0306669561072616,0.029826753
2005-02-24,0.0299917650246362,0.028893042
