,trend(t-5),trend(t-4),trend(t-3),trend(t-2),trend(t-1),trend(t)
1980-12-19,0.001818771215094402,0.0019173951098991648,0.002088116888924899,0.0020745144329440577,0.0021391261215558026,0.0022921658974434968
1980-12-22,0.0019173951098991648,0.002088116888924899,0.0020745144329440577,0.0021391261215558026,0.0022921658974434968,0.002472410630698984
1980-12-23,0.002088116888924899,0.0020745144329440577,0.0021391261215558026,0.0022921658974434968,0.002472410630698984,0.002713866370461819
1980-12-24,0.0020745144329440577,0.0021391261215558026,0.0022921658974434968,0.002472410630698984,0.002713866370461819,0.002924716652377022
1980-12-26,0.0021391261215558026,0.0022921658974434968,0.002472410630698984,0.002713866370461819,0.002924716652377022,0.0030743558369725676
1980-12-29,0.0022921658974434968,0.002472410630698984,0.002713866370461819,0.002924716652377022,0.0030743558369725676,0.0031627779306573085
1980-12-30,0.002472410630698984,0.002713866370461819,0.002924716652377022,0.0030743558369725676,0.0031627779306573085,0.0032171938389839025
1980-12-31,0.002713866370461819,0.002924716652377022,0.0030743558369725676,0.0031627779306573085,0.0032171938389839025,0.0031695852884571756
1981-01-02,0.002924716652377022,0.0030743558369725676,0.0031627779306573085,0.0032171938389839025,0.0031695852884571756,0.003067560738791735
1981-01-05,0.0030743558369725676,0.0031627779306573085,0.0032171938389839025,0.0031695852884571756,0.003067560738791735,0.0029519337331456227
1981-01-06,0.0031627779306573085,0.0032171938389839025,0.0031695852884571756,0.003067560738791735,0.0029519337331456227,0.0028465086375939804
1981-01-07,0.0032171938389839025,0.0031695852884571756,0.003067560738791735,0.0029519337331456227,0.0028465086375939804,0.002775089636588391
1981-01-08,0.0031695852884571756,0.003067560738791735,0.0029519337331456227,0.0028465086375939804,0.002775089636588391,0.002717273091563481
1981-01-09,0.003067560738791735,0.0029519337331456227,0.0028465086375939804,0.002775089636588391,0.002717273091563481,0.002669664541036845
1981-01-12,0.0029519337331456227,0.0028465086375939804,0.002775089636588391,0.002717273091563481,0.002669664541036845,0.002662863358452427
1981-01-13,0.0028465086375939804,0.002775089636588391,0.002717273091563481,0.002669664541036845,0.002662863358452427,0.0026900682704139754
1981-01-14,0.002775089636588391,0.002717273091563481,0.002669664541036845,0.002662863358452427,0.0026900682704139754,0.0026662639951505343
1981-01-15,0.002717273091563481,0.002669664541036845,0.002662863358452427,0.0026900682704139754,0.0026662639951505343,0.0027002700896965872
1981-01-16,0.002669664541036845,0.002662863358452427,0.0026900682704139754,0.0026662639951505343,0.0027002700896965872,0.0027376768209406354
1981-01-19,0.002662863358452427,0.0026900682704139754,0.0026662639951505343,0.0027002700896965872,0.0027376768209406354,0.0027886860081656585
1981-01-20,0.0026900682704139754,0.0026662639951505343,0.0027002700896965872,0.0027376768209406354,0.0027886860081656585,0.0028328939219940978
1981-01-21,0.0026662639951505343,0.0027002700896965872,0.0027376768209406354,0.0027886860081656585,0.0028328939219940978,0.002880502472520992
1981-01-22,0.0027002700896965872,0.0027376768209406354,0.0027886860081656585,0.0028328939219940978,0.002880502472520992,0.0028634993798419186
1981-01-23,0.0027376768209406354,0.0027886860081656585,0.0028328939219940978,0.002880502472520992,0.0028634993798419186,0.002866900016540124
1981-01-26,0.0027886860081656585,0.0028328939219940978,0.002880502472520992,0.0028634993798419186,0.002866900016540124,0.0028260926485976752
1981-01-27,0.0028328939219940978,0.002880502472520992,0.0028634993798419186,0.002866900016540124,0.0028260926485976752,0.0027444779127131086
1981-01-28,0.002880502472520992,0.0028634993798419186,0.002866900016540124,0.0028260926485976752,0.0027444779127131086,0.0026220497244825933
1981-01-29,0.0028634993798419186,0.002866900016540124,0.0028260926485976752,0.0027444779127131086,0.0026220497244825933,0.0024690160784043153
1981-01-30,0.002866900016540124,0.0028260926485976752,0.0027444779127131086,0.0026220497244825933,0.0024690160784043153,0.0023499885268718915
1981-02-02,0.0028260926485976752,0.0027444779127131086,0.0026220497244825933,0.0024690160784043153,0.0023499885268718915,0.002285370799262761
1981-02-03,0.0027444779127131086,0.0026220497244825933,0.0024690160784043153,0.0023499885268718915,0.002285370799262761,0.00225135862031326
1981-02-04,0.0026220497244825933,0.0024690160784043153,0.0023499885268718915,0.002285370799262761,0.00225135862031326,0.002264961076294053
1981-02-05,0.0024690160784043153,0.0023499885268718915,0.002285370799262761,0.00225135862031326,0.002264961076294053,0.002281964123566918
1981-02-06,0.0023499885268718915,0.002285370799262761,0.00225135862031326,0.002264961076294053,0.002281964123566918,0.0022717622588783832
1981-02-09,0.002285370799262761,0.00225135862031326,0.002264961076294053,0.002281964123566918,0.0022717622588783832,0.0022105512069647646
1981-02-10,0.00225135862031326,0.002264961076294053,0.002281964123566918,0.0022717622588783832,0.0022105512069647646,0.0021425327972513846
1981-02-11,0.002264961076294053,0.002281964123566918,0.0022717622588783832,0.0022105512069647646,0.0021425327972513846,0.002054110794378788
1981-02-12,0.002281964123566918,0.0022717622588783832,0.0022105512069647646,0.0021425327972513846,0.002054110794378788,0.0020234991613155466
1981-02-13,0.0022717622588783832,0.0022105512069647646,0.0021425327972513846,0.002054110794378788,0.0020234991613155466,0.002023499161315412
1981-02-17,0.0022105512069647646,0.0021425327972513846,0.002054110794378788,0.0020234991613155466,0.002023499161315412,0.002003089347534846
1981-02-18,0.0021425327972513846,0.002054110794378788,0.0020234991613155466,0.002023499161315412,0.002003089347534846,0.0019520801603098317
1981-02-19,0.002054110794378788,0.0020234991613155466,0.002023499161315412,0.002003089347534846,0.0019520801603098317,0.0019282758396405562
1981-02-20,0.0020234991613155466,0.002023499161315412,0.002003089347534846,0.0019520801603098317,0.0019282758396405562,0.0018636641964347893
1981-02-23,0.002023499161315412,0.002003089347534846,0.0019520801603098317,0.0019282758396405562,0.0018636641964347893,0.001809248288108234
1981-02-24,0.002003089347534846,0.0019520801603098317,0.0019282758396405562,0.0018636641964347893,0.001809248288108234,0.0018092482881081854
1981-02-25,0.0019520801603098317,0.0019282758396405562,0.0018636641964347893,0.001809248288108234,0.0018092482881081854,0.0018704654244253531
1981-02-26,0.0019282758396405562,0.0018636641964347893,0.001809248288108234,0.0018092482881081854,0.0018704654244253531,0.0019248813781579438
1981-02-27,0.0018636641964347893,0.001809248288108234,0.0018092482881081854,0.0018704654244253531,0.0019248813781579438,0.001992899742465401
1981-03-02,0.001809248288108234,0.0018092482881081854,0.0018704654244253531,0.0019248813781579438,0.001992899742465401,0.0020133034264364982
1981-03-03,0.0018092482881081854,0.0018704654244253531,0.0019248813781579438,0.001992899742465401,0.0020133034264364982,0.00202010465442695
1981-03-04,0.0018704654244253531,0.0019248813781579438,0.001992899742465401,0.0020133034264364982,0.00202010465442695,0.001996294249354001
1981-03-05,0.0019248813781579438,0.001992899742465401,0.0020133034264364982,0.00202010465442695,0.001996294249354001,0.0019146734290658846
1981-03-06,0.001992899742465401,0.0020133034264364982,0.00202010465442695,0.001996294249354001,0.0019146734290658846,0.0018126428404029026
1981-03-09,0.0020133034264364982,0.00202010465442695,0.001996294249354001,0.0019146734290658846,0.0018126428404029026,0.0016936152434646452
1981-03-10,0.00202010465442695,0.001996294249354001,0.0019146734290658846,0.0018126428404029026,0.0016936152434646452,0.0016017926038938044
1981-03-11,0.001996294249354001,0.0019146734290658846,0.0018126428404029026,0.0016936152434646452,0.0016017926038938044,0.0015099699643230794
