,trend(t-5),trend(t-4),trend(t-3),trend(t-2),trend(t-1),trend(t)
1980-12-19,0.1105803182721168,0.1138169184327151,0.1194195985794095,0.1189731985330589,0.1210935994982741,0.1261159986257533
1980-12-22,0.1138169184327151,0.1194195985794095,0.1189731985330589,0.1210935994982741,0.1261159986257533,0.1320311993360535
1980-12-23,0.1194195985794095,0.1189731985330589,0.1210935994982741,0.1261159986257533,0.1320311993360535,0.1399551987648008
1980-12-24,0.1189731985330589,0.1210935994982741,0.1261159986257533,0.1320311993360535,0.1399551987648008,0.1468748003244422
1980-12-26,0.1210935994982741,0.1261159986257533,0.1320311993360535,0.1399551987648008,0.1468748003244422,0.1517856001853939
1980-12-29,0.1261159986257533,0.1320311993360535,0.1399551987648008,0.1468748003244422,0.1517856001853939,0.1546874016523407
1980-12-30,0.1320311993360535,0.1399551987648008,0.1468748003244422,0.1517856001853939,0.1546874016523407,0.1564732015132934
1980-12-31,0.1399551987648008,0.1468748003244422,0.1517856001853939,0.1546874016523407,0.1564732015132934,0.1549108028411897
1981-01-02,0.1468748003244422,0.1517856001853939,0.1546874016523407,0.1564732015132934,0.1549108028411897,0.1515626013278969
1981-01-05,0.1517856001853939,0.1546874016523407,0.1564732015132934,0.1549108028411897,0.1515626013278969,0.1477679997682591
1981-01-06,0.1546874016523407,0.1564732015132934,0.1549108028411897,0.1515626013278969,0.1477679997682591,0.1443082004785533
1981-01-07,0.1564732015132934,0.1549108028411897,0.1515626013278969,0.1477679997682591,0.1443082004785533,0.1419643998146061
1981-01-08,0.1549108028411897,0.1515626013278969,0.1477679997682591,0.1443082004785533,0.1419643998146061,0.1400669991970042
1981-01-09,0.1515626013278969,0.1477679997682591,0.1443082004785533,0.1419643998146061,0.1400669991970042,0.1385046005249035
1981-01-12,0.1477679997682591,0.1443082004785533,0.1419643998146061,0.1400669991970042,0.1385046005249035,0.1382814019918445
1981-01-13,0.1443082004785533,0.1419643998146061,0.1400669991970042,0.1385046005249035,0.1382814019918445,0.1391742020845413
1981-01-14,0.1419643998146061,0.1400669991970042,0.1385046005249035,0.1382814019918445,0.1391742020845413,0.1383930027484869
1981-01-15,0.1400669991970042,0.1385046005249035,0.1382814019918445,0.1391742020845413,0.1383930027484869,0.1395090013742455
1981-01-16,0.1385046005249035,0.1382814019918445,0.1391742020845413,0.1383930027484869,0.1395090013742455,0.1407366007566428
1981-01-19,0.1382814019918445,0.1391742020845413,0.1383930027484869,0.1395090013742455,0.1407366007566428,0.1424106001853951
1981-01-20,0.1391742020845413,0.1383930027484869,0.1395090013742455,0.1407366007566428,0.1424106001853951,0.1438613981008505
1981-01-21,0.1383930027484869,0.1395090013742455,0.1407366007566428,0.1424106001853951,0.1438613981008505,0.1454237967729597
1981-01-22,0.1395090013742455,0.1407366007566428,0.1424106001853951,0.1438613981008505,0.1454237967729597,0.1448657959699626
1981-01-23,0.1407366007566428,0.1424106001853951,0.1438613981008505,0.1454237967729597,0.1448657959699626,0.1449773967266082
1981-01-26,0.1424106001853951,0.1438613981008505,0.1454237967729597,0.1448657959699626,0.1449773967266082,0.1436381965875589
