,trend(t-5),trend(t-4),trend(t-3),trend(t-2),trend(t-1),trend(t)
1999-01-29,0.0011522978132167102,0.0010512246662818837,0.000922245414154161,0.0008848110473770182,0.0007554928970196278,0.0006363831313353861
1999-02-01,0.0010512246662818837,0.000922245414154161,0.0008848110473770182,0.0007554928970196278,0.0006363831313353861,0.0005410936375008345
1999-02-02,0.000922245414154161,0.0008848110473770182,0.0007554928970196278,0.0006363831313353861,0.0005410936375008345,0.0005036590159832781
1999-02-03,0.0008848110473770182,0.0007554928970196278,0.0006363831313353861,0.0005410936375008345,0.0005036590159832781,0.0005478992838919335
1999-02-04,0.0007554928970196278,0.0006363831313353861,0.0005410936375008345,0.0005036590159832781,0.0005478992838919335,0.0005342876514558524
1999-02-05,0.0006363831313353861,0.0005410936375008345,0.0005036590159832781,0.0005478992838919335,0.0005342876514558524,0.0005615136335597858
1999-02-08,0.0005410936375008345,0.0005036590159832781,0.0005478992838919335,0.0005342876514558524,0.0005615136335597858,0.0005581106405372063
1999-02-09,0.0005036590159832781,0.0005478992838919335,0.0005342876514558524,0.0005615136335597858,0.0005581106405372063,0.0005853339054094821
1999-02-10,0.0005478992838919335,0.0005342876514558524,0.0005615136335597858,0.0005581106405372063,0.0005853339054094821,0.0006431883531589902
1999-02-11,0.0005342876514558524,0.0005615136335597858,0.0005581106405372063,0.0005853339054094821,0.0006431883531589902,0.000745280606325947
1999-02-12,0.0005615136335597858,0.0005581106405372063,0.0005853339054094821,0.0006431883531589902,0.000745280606325947,0.0008269556655791013
1999-02-16,0.0005581106405372063,0.0005853339054094821,0.0006431883531589902,0.000745280606325947,0.0008269556655791013,0.0009358566220227741
1999-02-17,0.0005853339054094821,0.0006431883531589902,0.000745280606325947,0.0008269556655791013,0.0009358566220227741,0.0009971140627948374
1999-02-18,0.0006431883531589902,0.000745280606325947,0.0008269556655791013,0.0009358566220227741,0.0009971140627948374,0.0010039198790129057
1999-02-19,0.000745280606325947,0.0008269556655791013,0.0009358566220227741,0.0009971140627948374,0.0010039198790129057,0.0010583688712485963
1999-02-22,0.0008269556655791013,0.0009358566220227741,0.0009971140627948374,0.0010039198790129057,0.0010583688712485963,0.0012693620808592399
1999-02-23,0.0009358566220227741,0.0009971140627948374,0.0010039198790129057,0.0010583688712485963,0.0012693620808592399,0.0014225034750385461
1999-02-24,0.0009971140627948374,0.0010039198790129057,0.0010583688712485963,0.0012693620808592399,0.0014225034750385461,0.0014803554602968762
1999-02-25,0.0010039198790129057,0.0010583688712485963,0.0012693620808592399,0.0014225034750385461,0.0014803554602968762,0.0015382077002955496
1999-02-26,0.0010583688712485963,0.0012693620808592399,0.0014225034750385461,0.0014803554602968762,0.0015382077002955496,0.0015314021388179912
1999-03-01,0.0012693620808592399,0.0014225034750385461,0.0014803554602968762,0.0015382077002955496,0.0015314021388179912,0.0013476321091661471
1999-03-02,0.0014225034750385461,0.0014803554602968762,0.0015382077002955496,0.0015314021388179912,0.0013476321091661471,0.001180878997637285
1999-03-03,0.0014803554602968762,0.0015382077002955496,0.0015314021388179912,0.0013476321091661471,0.001180878997637285,0.0011332358216194927
1999-03-04,0.0015382077002955496,0.0015314021388179912,0.0013476321091661471,0.001180878997637285,0.0011332358216194927,0.0010958036625931637
1999-03-05,0.0015314021388179912,0.0013476321091661471,0.001180878997637285,0.0011332358216194927,0.0010958036625931637,0.0011060124718337769
1999-03-08,0.0013476321091661471,0.001180878997637285,0.0011332358216194927,0.0010958036625931637,0.0011060124718337769,0.0011774784671059685
1999-03-09,0.001180878997637285,0.0011332358216194927,0.0010958036625931637,0.0011060124718337769,0.0011774784671059685,0.0012217189048416201
1999-03-10,0.0011332358216194927,0.0010958036625931637,0.0011060124718337769,0.0011774784671059685,0.0012217189048416201,0.0011842843682375176
1999-03-11,0.0010958036625931637,0.0011060124718337769,0.0011774784671059685,0.0012217189048416201,0.0011842843682375176,0.001177476259355251
1999-03-12,0.0011060124718337769,0.0011774784671059685,0.0012217189048416201,0.0011842843682375176,0.001177476259355251,0.0010958012001020204
