,resid
1999-01-22,-0.014235586416502322
1999-01-25,0.02077922284728952
1999-01-26,-0.003776433282714688
1999-01-27,-0.00711538023792242
1999-01-28,-0.006521082148400527
1999-01-29,0.008840370881776449
1999-02-01,0.011200493575403331
1999-02-02,-0.01619823198876661
1999-02-03,-0.016910026739463967
1999-02-04,-0.004132211432308743
1999-02-05,0.02962293099186828
1999-02-08,0.0052286803734996785
1999-02-09,-0.012375786119319367
1999-02-10,-0.024793158243522417
1999-02-11,-0.009388143048135013
1999-02-12,0.03129568170331463
1999-02-16,0.014544570447277045
1999-02-17,-0.012614788823941882
1999-02-18,-0.011893276642189875
1999-02-19,-0.009865540489994053
1999-02-22,0.0026298172356928103
1999-02-23,-0.0005052745329635453
1999-02-24,0.027517167514939843
1999-02-25,0.00435108714260517
1999-02-26,-0.022765428051794934
1999-03-01,0.017440248239264357
1999-03-02,0.01406688094264898
1999-03-03,-0.012615200095985081
1999-03-04,-0.023120359848363147
1999-03-05,-0.009626847729529322
1999-03-08,0.016246438729982084
1999-03-09,0.01478315591937825
1999-03-10,0.008884087986131294
1999-03-11,-0.013326142500270765
1999-03-12,-0.02204857491001344
1999-03-15,0.02341229389928543
1999-03-16,-0.0019384026514789707
1999-03-17,-0.003298362308359428
1999-03-18,5.086832202720864e-05
1999-03-19,-0.0005494298790370573
1999-03-22,0.0188736028554232
1999-03-23,-0.010059630869557561
1999-03-24,-0.013570972495893542
1999-03-25,-0.01810405082546075
1999-03-26,0.004467290415916035
1999-03-29,0.03320689867756991
1999-03-30,-0.017704451082883637
1999-03-31,0.011272791809218773
1999-04-01,0.002917047073024026
1999-04-05,-0.021092528328744864
1999-04-06,-0.006686442386883562
1999-04-07,0.010961228610348057
1999-04-08,0.015811995453019777
1999-04-09,0.004111589719423203
1999-04-12,-0.011298918948023486
1999-04-13,0.006213141191226823
1999-04-14,-0.01173238158099819
1999-04-15,0.0007623471681076003
1999-04-16,0.010561873246799903
1999-04-19,-0.014165795073357081
1999-04-20,0.007885385263188082
1999-04-21,0.012394666673008776
1999-04-22,0.005539695209638117
1999-04-23,-0.014043180416451705
1999-04-26,-0.0344700815533045
1999-04-27,0.02436791132710068
1999-04-28,0.006661641599005081
1999-04-29,-0.0023432694014064244
1999-04-30,0.0005282538429582815
1999-05-03,-0.0034154238556283207
1999-05-04,0.0046601958157815645
1999-05-05,0.0031981647027229556
1999-05-06,-0.0013877890642596054
1999-05-07,-0.008429823587763185
1999-05-10,-0.020496011004292547
1999-05-11,0.016246665227636826
1999-05-12,0.013589012624093694
1999-05-13,0.006972924656053835
1999-05-14,-0.021926055620539408
1999-05-17,-0.012015551552622074
1999-05-18,0.035834182012303685
1999-05-19,0.011439096928899401
1999-05-20,-0.011182018333299383
1999-05-21,-0.01284849471889794
1999-05-24,-0.01416527651295141
1999-05-25,0.015051496732450742
1999-05-26,0.0021229684365483173
1999-05-27,-0.002343096547935166
1999-05-28,-0.0013825458987774654
1999-06-01,-0.007238024697147351
1999-06-02,0.005018509137851989
1999-06-03,0.001167649031950119
1999-06-04,4.554171003908576e-05
1999-06-07,-0.006877003382074376
1999-06-08,-0.010104114041182279
1999-06-09,0.018395853746158188
1999-06-10,0.00905004143840778
1999-06-11,0.003151235765589642
1999-06-14,-0.01284851260029347
1999-06-15,-0.01607633851512663
1999-06-16,0.02341189454816476
1999-06-17,0.0014065325272781429
1999-06-18,-0.011659505182122366
1999-06-21,0.0012449460522124143
1999-06-22,-0.011537528261985843
1999-06-23,0.01648475002073089
1999-06-24,-0.0026544690119560785
1999-06-25,-0.001626487785197341
1999-06-28,-0.008788065384253151
1999-06-29,-0.01727124474987357
1999-06-30,0.02866834472439731
1999-07-01,-0.01006018519275757
1999-07-02,0.00768971819319627
1999-07-06,0.0024395125404716887
1999-07-07,-0.023839724287840314
1999-07-08,-0.0010730021116898917
1999-07-09,0.008572310210532303
1999-07-12,0.017125729507575203
1999-07-13,0.006142314006459082
1999-07-14,-0.020615053400841854
1999-07-15,0.009796435344441445
1999-07-16,0.011438763142893622
1999-07-19,0.0031513668958102685
1999-07-20,-0.0009048146709047635
1999-07-21,-0.010582506880607303
1999-07-22,0.0035855479123405917
1999-07-23,-0.0024156928049858637
1999-07-26,-0.0006712160643106775
1999-07-27,-0.006638167570456166
1999-07-28,-0.010581898913232747
1999-07-29,0.014812923181276394
1999-07-30,0.003556174041103605
1999-08-02,0.0060176171723818825
1999-08-03,-0.008549175928457952
1999-08-04,-0.015837860331382847
1999-08-05,0.01576850484632073
1999-08-06,0.001645296813321501
1999-08-09,-0.007598491721963842
1999-08-10,-0.01595457024417497
1999-08-11,-0.0067602577064870845
1999-08-12,0.032012612331138314
1999-08-13,0.010483628512691762
1999-08-16,-0.009509798103192559
1999-08-17,-0.029092727373466975
1999-08-18,-0.04283093832477536
1999-08-19,0.05972204874775892
1999-08-20,0.031027501822775933
1999-08-23,-0.011420478635645583
1999-08-24,-0.009026507805216199
1999-08-25,-0.015360200629085332
1999-08-26,-0.0001173191187550885
1999-08-27,0.00319780707485719
1999-08-30,-0.00688168030343337
1999-08-31,0.02358064227261363
1999-09-01,-0.011418360695687415
1999-09-02,0.005018437612286075
1999-09-03,0.0033177196992230265
1999-09-07,0.002195064014579438
1999-09-08,-0.0037714523776620325
1999-09-09,-0.014165085778078458
1999-09-10,0.02436789940617321
1999-09-13,0.0016450762761277163
1999-09-14,-0.007598539405683148
1999-09-15,-0.0006663245662256291
1999-09-16,-0.011776328310808994
1999-09-17,0.025801814306005567
1999-09-20,0.010244530440634798
