,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-04-22,0.0627360034292563,0.0627360034292563,0.0616630502045154,0.0616630502045154,15552000,0.0,0.0
1986-04-23,0.0616630440173442,0.0621992122242845,0.061126875810404,0.061931125819683,15609600,0.0,0.0
1986-04-24,0.0619311272777824,0.0691700172462411,0.0616630454691319,0.0680976808071136,62352000,0.0,0.0
1986-04-25,0.0686338347954604,0.0753365551545471,0.0686338347954604,0.0723876282572746,85795200,0.0,0.0
1986-04-28,0.0723876336907173,0.073459969987986,0.071850848838948,0.0729238018393516,28886400,0.0,0.0
1986-04-29,0.0729237930532149,0.0729237930532149,0.0702423359299804,0.0707785040140152,30326400,0.0,0.0
1986-04-30,0.0707785100078453,0.0713146781372851,0.0675615012312064,0.0691700056195259,30902400,0.0,0.0
1986-05-01,0.0691700172462411,0.0691700172462411,0.0670253443679861,0.0680976808071136,54345600,0.0,0.0
1986-05-02,0.0680976808071136,0.0691700172462411,0.0675615125875498,0.0680976808071136,20246400,0.0,0.0
1986-05-05,0.0680976829117518,0.0680976829117518,0.0675615146756172,0.0675615146756172,3254400,0.0,0.0
1986-05-06,0.0680976808071136,0.0691700172462411,0.0680976808071136,0.0680976808071136,9734400,0.0,0.0
1986-05-07,0.0680976808071136,0.0686338490266774,0.0670253443679861,0.0680976808071136,5155200,0.0,0.0
1986-05-08,0.0680976713429817,0.0686338394880294,0.0675615031979339,0.0686338394880294,3542400,0.0,0.0
1986-05-09,0.0686338490266774,0.0686338490266774,0.0680976808071136,0.0680976808071136,6076800,0.0,0.0
1986-05-12,0.0680976713429817,0.0702423439231727,0.0680976713429817,0.0686338394880294,10483200,0.0,0.0
1986-05-13,0.068633837490086,0.0697061737489657,0.068633837490086,0.0691700056195259,3830400,0.0,0.0
1986-05-14,0.0691700076330772,0.0691700076330772,0.0686338394880294,0.0686338394880294,9302400,0.0,0.0
1986-05-15,0.0686338394880294,0.069706175778125,0.0686338394880294,0.0686338394880294,3801600,0.0,0.0
1986-05-16,0.068633837490086,0.0707785100078453,0.068633837490086,0.0691700056195259,11952000,0.0,0.0
1986-05-19,0.0691700172462411,0.0691700172462411,0.0675615125875498,0.0680976808071136,11001600,0.0,0.0
1986-05-20,0.0680976829117518,0.0680976829117518,0.0670253464394825,0.0675615146756172,61977600,0.0,0.0
1986-05-21,0.0675615038112939,0.0680976719612093,0.0664891675114631,0.0664891675114631,8092800,0.0,0.0
1986-05-22,0.0664891675114631,0.0670253356613785,0.0664891675114631,0.0664891675114631,4406400,0.0,0.0
1986-05-23,0.0664891675114631,0.0675615038112939,0.0664891675114631,0.0664891675114631,4089600,0.0,0.0
1986-05-27,0.0664891669078384,0.0686338394880294,0.0664891669078384,0.0686338394880294,13881600,0.0,0.0
1986-05-28,0.068633831677876,0.0707785040140152,0.068633831677876,0.0707785040140152,15523200,0.0,0.0
1986-05-29,0.0707785072290179,0.0734599644740533,0.0702423391206285,0.0723876282572746,45676800,0.0,0.0
1986-05-30,0.0729237795258731,0.0761407874333277,0.0729237795258731,0.0750684514641761,27072000,0.0,0.0
1986-06-02,0.075068474433889,0.075068474433889,0.0729238018393516,0.0729238018393516,19728000,0.0,0.0
1986-06-03,0.0729238018393516,0.0729238018393516,0.071850848838948,0.0729238018393516,5011200,0.0,0.0
1986-06-04,0.072923796365664,0.0734599644740533,0.0718508434457966,0.0723876282572746,4723200,0.0,0.0
1986-06-05,0.0723876684121261,0.073460005223751,0.071850883302883,0.073460005223751,13708800,0.0,0.0
1986-06-06,0.073460005223751,0.073460005223751,0.0723876684121261,0.073460005223751,3427200,0.0,0.0
1986-06-09,0.0734599475954829,0.0734599475954829,0.0702423229813575,0.0702423229813575,12672000,0.0,0.0
1986-06-10,0.0702423229813575,0.0702423229813575,0.0691699870109647,0.0702423229813575,3427200,0.0,0.0
1986-06-11,0.0702423229813575,0.0702423229813575,0.0691699870109647,0.0702423229813575,2304000,0.0,0.0
1986-06-12,0.0702423558562905,0.0702423558562905,0.0670253464394825,0.0675615146756172,13708800,0.0,0.0
1986-06-13,0.0675615146756172,0.0680976829117518,0.0670253464394825,0.0675615146756172,7891200,0.0,0.0
1986-06-16,0.0675615017767286,0.0680976699104977,0.0664891655091905,0.0670253336429596,9590400,0.0,0.0
1986-06-17,0.0675615125875498,0.0691700172462411,0.0675615125875498,0.0680976808071136,13075200,0.0,0.0
1986-06-18,0.0680976829117518,0.0680976829117518,0.0664891782033478,0.0675615146756172,4348800,0.0,0.0
1986-06-19,0.0675615017767286,0.0680976699104977,0.0664891655091905,0.0670253336429596,8467200,0.0,0.0
1986-06-20,0.0670253192224999,0.0675614872409128,0.0670253192224999,0.0672934055328369,3801600,0.0,0.0
1986-06-23,0.0672934307788994,0.0680976808071136,0.0659530079288585,0.0680976808071136,46195200,0.0,0.0
1986-06-24,0.0680976829117518,0.0686338511478865,0.0670253464394825,0.0675615146756172,14572800,0.0,0.0
1986-06-25,0.0675615038112939,0.0680976719612093,0.0664891675114631,0.0664891675114631,15235200,0.0,0.0
1986-06-26,0.0664891604564102,0.0670253285494337,0.0643444880843162,0.0643444880843162,19152000,0.0,0.0
1986-06-27,0.0643444900623256,0.0648806581718314,0.063272153843314,0.0638083219528198,10396800,0.0,0.0
1986-06-30,0.0638083215063686,0.0675614982466492,0.0632721534006143,0.0659529939293861,62352000,0.0,0.0
1986-07-01,0.0659529939293861,0.0659529939293861,0.0654168258236317,0.0659529939293861,47577600,0.0,0.0
1986-07-02,0.0659529939293861,0.0659529939293861,0.0654168258236317,0.0659529939293861,52617600,0.0,0.0
1986-07-03,0.0664891655091905,0.0675615017767286,0.0664891655091905,0.0670253336429596,14140800,0.0,0.0
1986-07-07,0.0670253285494337,0.0670253285494337,0.0643444880843162,0.0643444880843162,14054400,0.0,0.0
1986-07-08,0.0643445017613817,0.0643445017613817,0.0621992122302141,0.0627359971404075,14256000,0.0,0.0
1986-07-09,0.0627359789691898,0.0627359789691898,0.0595183539560112,0.0600545220077037,46137600,0.0,0.0
1986-07-10,0.0600545432380892,0.0605907114793271,0.0557651973081863,0.0584460385143756,46886400,0.0,0.0
1986-07-11,0.0584460178526261,0.0611268581110888,0.0584460178526261,0.0600545220077037,17395200,0.0,0.0
1986-07-14,0.0584460156142714,0.0605906877389053,0.0584460156142714,0.0592502653598785,28598400,0.0,0.0
1986-07-15,0.0592502676290343,0.0611268581110888,0.0584460178526261,0.0600545220077037,13190400,0.0,0.0
1986-07-16,0.0605907007220026,0.0621992051601409,0.0605907007220026,0.0621992051601409,9360000,0.0,0.0
1986-07-17,0.0621992101899149,0.0632721632719039,0.0616630420005112,0.0632721632719039,6940800,0.0,0.0
1986-07-18,0.063272153843314,0.0643444900623256,0.0616630328117067,0.0638083219528198,12326400,0.0,0.0
1986-07-21,0.0638083219528198,0.0648806581718314,0.0638083219528198,0.0638083219528198,3513600,0.0,0.0
1986-07-22,0.0638083215063686,0.0659529939293861,0.0638083215063686,0.0659529939293861,10512000,0.0,0.0
1986-07-23,0.0659529923633867,0.0670253285494337,0.0643444880843162,0.0643444880843162,20793600,0.0,0.0
1986-07-24,0.0654168312116323,0.0675615038112939,0.0654168312116323,0.0664891675114631,14140800,0.0,0.0
1986-07-25,0.0664891655091905,0.0675615017767286,0.0664891655091905,0.0670253336429596,20448000,0.0,0.0
1986-07-28,0.0670253550650354,0.0670253550650354,0.0654168501496315,0.0654168501496315,11808000,0.0,0.0
1986-07-29,0.0654168262813372,0.065952994390843,0.0627359857338082,0.0638083219528198,14054400,0.0,0.0
1986-07-30,0.0638083399507334,0.0638083399507334,0.0595183771615612,0.0616630502045154,26409600,0.0,0.0
1986-07-31,0.061663041078535,0.062199209259922,0.0611268728971481,0.0611268728971481,15638400,0.0,0.0
1986-08-01,0.0611268862399445,0.0616630545383664,0.0600545496431006,0.0605907179415226,12902400,0.0,0.0
1986-08-04,0.0605907179415226,0.0605907179415226,0.0589822130462567,0.0605907179415226,12441600,0.0,0.0
1986-08-05,0.0605906900593963,0.0611268581110888,0.0600545220077037,0.0600545220077037,2822400,0.0,0.0
1986-08-06,0.0600545502571435,0.0605907185610477,0.0584460453454311,0.0595183819532394,18316800,0.0,0.0
1986-08-07,0.0595183803862406,0.0600545486760285,0.0584460438066648,0.0589822120964527,3657600,0.0,0.0
1986-08-08,0.0589822136493353,0.0605907185610477,0.0589822136493353,0.0595183819532394,4147200,0.0,0.0
1986-08-11,0.0605907136830383,0.0621992184652539,0.0605907136830383,0.0616630502045154,7948800,0.0,0.0
1986-08-12,0.0616630420005112,0.0632721632719039,0.0616630420005112,0.0632721632719039,9993600,0.0,0.0
1986-08-13,0.063272153843314,0.0638083219528198,0.0627359857338082,0.0638083219528198,6883200,0.0,0.0
1986-08-14,0.0638083452342275,0.0659530184547661,0.0638083452342275,0.0654168501496315,20131200,0.0,0.0
1986-08-15,0.0654168356452504,0.0659530038315046,0.0648806674589963,0.0656849220395088,6105600,0.0,0.0
1986-08-18,0.0656849312609757,0.0659530130906073,0.0648806765675544,0.0648806765675544,12787200,0.0,0.0
1986-08-19,0.0648806765675544,0.0651487629994492,0.0638083400445015,0.0648806765675544,20390400,0.0,0.0
1986-08-20,0.0648806561773397,0.0648806561773397,0.0643444880843162,0.0643444880843162,20764800,0.0,0.0
1986-08-21,0.0643444880843162,0.0654168242703632,0.0643444880843162,0.0643444880843162,49536000,0.0,0.0
1986-08-22,0.0643444996507113,0.0648806678401149,0.0621992101899149,0.0632721632719039,5760000,0.0,0.0
1986-08-25,0.0632721632719039,0.0632721632719039,0.0621992101899149,0.0632721632719039,2419200,0.0,0.0
1986-08-26,0.0632721653473989,0.0632721653473989,0.0627359971404075,0.0627359971404075,10857600,0.0,0.0
1986-08-27,0.0627359971404075,0.0632721653473989,0.0621992122302141,0.0627359971404075,9532800,0.0,0.0
1986-08-28,0.0627359971404075,0.0632721653473989,0.0627359971404075,0.0627359971404075,3427200,0.0,0.0
1986-08-29,0.0627359941444815,0.0632721623258685,0.0600545365343742,0.0611268728971481,25430400,0.0,0.0
1986-09-02,0.0611268868649518,0.0611268868649518,0.0587141271962514,0.0595183819532394,5212800,0.0,0.0
1986-09-03,0.05898222028724,0.05898222028724,0.0563013784660153,0.0579098835587501,18316800,0.0,0.0
1986-09-04,0.0589822029882657,0.0627359971404075,0.0589822029882657,0.0627359971404075,39427200,0.0,0.0
1986-09-05,0.0627360086239582,0.0654168501496315,0.0621992236155087,0.0654168501496315,26352000,0.0,0.0
1986-09-08,0.0654168448290809,0.0659530130906073,0.0648806765675544,0.0648806765675544,9619200,0.0,0.0
1986-09-09,0.0648806577178774,0.0675614982466492,0.0648806577178774,0.0659529939293861,37526400,0.0,0.0
1986-09-10,0.0659530130906073,0.0664891813521338,0.0648806765675544,0.0648806765675544,10886400,0.0,0.0
1986-09-11,0.0648806625935034,0.0654168307395496,0.0621992051601409,0.0621992051601409,35654400,0.0,0.0
1986-09-12,0.0621992228367884,0.0627360078385175,0.0605907179415226,0.0605907179415226,24451200,0.0,0.0
1986-09-15,0.0605907136830383,0.0616630502045154,0.0595183771615612,0.0616630502045154,22492800,0.0,0.0
1986-09-16,0.0616630502045154,0.0621992184652539,0.0605907136830383,0.0616630502045154,5184000,0.0,0.0
1986-09-17,0.0616630420005112,0.0643444996507113,0.0611268738111075,0.0632721632719039,8035200,0.0,0.0
1986-09-18,0.063272153843314,0.0648806581718314,0.063272153843314,0.0638083219528198,5356800,0.0,0.0
1986-09-19,0.0638083219528198,0.0643444900623256,0.063272153843314,0.0638083219528198,2505600,0.0,0.0
1986-09-22,0.0638083314613076,0.0638083314613076,0.0632721632719039,0.0632721632719039,4492800,0.0,0.0
1986-09-23,0.0632721518982692,0.0648806561773397,0.0632721518982692,0.0643444880843162,5961600,0.0,0.0
1986-09-24,0.0643444925060339,0.0643444925060339,0.0632721562462965,0.0635402426123619,4780800,0.0,0.0
1986-09-25,0.0635402445295192,0.0638083263014112,0.0621992051601409,0.0621992051601409,5155200,0.0,0.0
1986-09-26,0.0621992051601409,0.062735990009319,0.0616630370140948,0.0621992051601409,2332800,0.0,0.0
1986-09-29,0.0621992228367884,0.0621992228367884,0.0605907179415226,0.0605907179415226,6192000,0.0,0.0
1986-09-30,0.0605907179415226,0.0616630545383664,0.0605907179415226,0.0605907179415226,5184000,0.0,0.0
1986-10-01,0.0605906900593963,0.0616630261627813,0.0589821859043187,0.0600545220077037,32428800,0.0,0.0
1986-10-02,0.0600545220077037,0.0611268581110888,0.0595183539560112,0.0600545220077037,22723200,0.0,0.0
1986-10-03,0.0600545496431006,0.0611268862399445,0.0600545496431006,0.0605907179415226,14716800,0.0,0.0
1986-10-06,0.0621992236155087,0.0664891867599008,0.0621992236155087,0.0654168501496315,85334400,0.0,0.0
1986-10-07,0.0654168462202102,0.0680976875848522,0.0654168462202102,0.0667572692036628,59788800,0.0,0.0
1986-10-08,0.0667572532814933,0.06943808940447,0.0659529987627906,0.0686338394880294,119606400,0.0,0.0
1986-10-09,0.068633831677876,0.0723876249691801,0.068633831677876,0.0707785040140152,92563200,0.0,0.0
1986-10-10,0.0707785086828287,0.0756046384605517,0.0697061724440238,0.0739961341023445,76752000,0.0,0.0
1986-10-13,0.0739961292212844,0.0739961292212844,0.0707785040140152,0.0707785040140152,27129600,0.0,0.0
1986-10-14,0.0713146978020442,0.0723876510598995,0.0713146978020442,0.0718508660793304,12873600,0.0,0.0
1986-10-15,0.0718508268537754,0.0756046194487519,0.0718508268537754,0.0750684514641761,63532800,0.0,0.0
1986-10-16,0.0750684514641761,0.0756046194487519,0.0745322834796004,0.0750684514641761,21859200,0.0,0.0
1986-10-17,0.0750684877195428,0.0777493243349081,0.0750684877195428,0.0772131606936454,124444800,0.0,0.0
1986-10-20,0.0772131705659074,0.0788216708998797,0.0756046656296715,0.0777493342757225,43545600,0.0,0.0
1986-10-21,0.0782854945397726,0.080966331064701,0.0782854945397726,0.080966331064701,112377600,0.0,0.0
1986-10-22,0.080966331064701,0.0817705857039899,0.0804301674415256,0.080966331064701,54576000,0.0,0.0
1986-10-23,0.080966331064701,0.0815025038924022,0.0801620856299379,0.080966331064701,70444800,0.0,0.0
1986-10-24,0.0809663060389161,0.0809663060389161,0.0782854703426041,0.0804301425814628,101376000,0.0,0.0
1986-10-27,0.0809663446224676,0.0831116437911987,0.0809663446224676,0.0831116437911987,125654400,0.0,0.0
1986-10-28,0.0831116539969976,0.0863286642833504,0.0831116539969976,0.0849882364273071,142646400,0.0,0.0
1986-10-29,0.0849882176387807,0.0852563086734389,0.0815025095302213,0.0825754627585411,53222400,0.0,0.0
1986-10-30,0.082575466589719,0.0852563126289976,0.0820393029045794,0.0841839760541915,44380800,0.0,0.0
1986-10-31,0.0841839804216374,0.085256317052076,0.0825754708737157,0.0831116437911987,63734400,0.0,0.0
1986-11-03,0.0836478202924686,0.0852563300863038,0.0836478202924686,0.0847201570868492,42192000,0.0,0.0
1986-11-04,0.0847201224559554,0.087937131524086,0.0847201224559554,0.087937131524086,54403200,0.0,0.0
1986-11-05,0.0879371419221168,0.0938356138832456,0.0874009690784334,0.0932994410395622,45100800,0.0,0.0
1986-11-06,0.0932994109400223,0.0975887554875899,0.0927632474738378,0.0954440832138061,72576000,0.0,0.0
1986-11-07,0.0954441030114505,0.0959802757933745,0.0932994302928045,0.0949079394340515,44323200,0.0,0.0
1986-11-10,0.0949079108441803,0.0949079108441803,0.090617940791495,0.0911541134119033,28684800,0.0,0.0
1986-11-11,0.0916909277439117,0.092763264072685,0.0916909277439117,0.0916909277439117,11894400,0.0,0.0
1986-11-12,0.0916909277439117,0.0938356004014583,0.0906179655074607,0.0916909277439117,34156800,0.0,0.0
1986-11-13,0.0916909268454832,0.092227090402354,0.0900818010626748,0.0903498828411102,30211200,0.0,0.0
1986-11-14,0.0903498590835519,0.0911541134119033,0.0884732687189058,0.0911541134119033,18720000,0.0,0.0
1986-11-17,0.0911541382741097,0.092763264072685,0.0900818019453364,0.0916909277439117,24307200,0.0,0.0
1986-11-18,0.0916909343961265,0.0922270979971497,0.0868647992610931,0.0868647992610931,59673600,0.0,0.0
1986-11-19,0.0868647944587887,0.0906179670720338,0.0868647944587887,0.0900818035006523,48729600,0.0,0.0
1986-11-20,0.0900818054508526,0.0970526039600372,0.0900818054508526,0.0970526039600372,98179200,0.0,0.0
1986-11-21,0.0975888010113781,0.1013426005468981,0.0975888010113781,0.1002696380019187,91065600,0.0,0.0
1986-11-24,0.1002696256325045,0.1088489343744518,0.0970526161179946,0.1083127707242965,173836800,0.0,0.0
1986-11-25,0.1083127517689564,0.1099212516424518,0.1077765790081083,0.1093850880861282,95788800,0.0,0.0
1986-11-26,0.1093851072291332,0.1099212708792884,0.1083127707242965,0.1083127707242965,38793600,0.0,0.0
1986-11-28,0.1083127364772526,0.1088488999578801,0.1056319006650687,0.1067042276263237,41328000,0.0,0.0
1986-12-01,0.1067042566122864,0.1072404294430873,0.1040234200718595,0.1045595929026603,40291200,0.0,0.0
1986-12-02,0.105095736682415,0.1072404091915619,0.105095736682415,0.105095736682415,28771200,0.0,0.0
1986-12-03,0.1050957607881543,0.1061680972886888,0.1040234242876197,0.1042915061116218,35164800,0.0,0.0
1986-12-04,0.1042915639484562,0.1067043201115664,0.1034873180304404,0.1056319922208786,42508800,0.0,0.0
1986-12-05,0.1056319094119637,0.1061680729369884,0.105095736682415,0.105095736682415,107510400,0.0,0.0
1986-12-08,0.1050958084616145,0.1061681454485815,0.1024149705964621,0.1040234714746475,22665600,0.0,0.0
1986-12-09,0.1040234242876719,0.1045595971402025,0.1029510877871369,0.1034872606396675,16099200,0.0,0.0
1986-12-10,0.1034872606396155,0.1045595971401501,0.102414924139081,0.1042915061116218,27590400,0.0,0.0
1986-12-11,0.1042914821903538,0.1056319094119637,0.1040234004278415,0.105095736682415,11635200,0.0,0.0
1986-12-12,0.1050957850301805,0.1050957850301805,0.1013426110148429,0.1013426110148429,25286400,0.0,0.0
1986-12-15,0.1013425872529159,0.1018787508988799,0.0970526153593241,0.0986611247062683,50774400,0.0,0.0
1986-12-16,0.0991972841415304,0.1013425829511509,0.0991972841415304,0.0997334569692611,77299200,0.0,0.0
1986-12-17,0.0997333938552765,0.1013425188188685,0.0997333938552765,0.1008057296276092,23356800,0.0,0.0
1986-12-18,0.1008058114184588,0.1018787647641872,0.1002696384949977,0.1016106829047203,12672000,0.0,0.0
1986-12-19,0.1018787975007134,0.1050958084616145,0.1018787975007134,0.1040234714746475,56592000,0.0,0.0
1986-12-22,0.1040234004278415,0.1061680729369884,0.1040234004278415,0.105095736682415,18316800,0.0,0.0
1986-12-23,0.1050957401064778,0.1061680763959884,0.1050957401064778,0.1061680763959884,23788800,0.0,0.0
1986-12-24,0.1061681087106963,0.1061681087106963,0.1056319450050094,0.1059000268578529,7027200,0.0,0.0
1986-12-26,0.1059000741935505,0.1067043201115664,0.1056319922208786,0.1056319922208786,3715200,0.0,0.0
1986-12-29,0.1056319580063877,0.1067042855497456,0.1013426110148429,0.1013426110148429,41702400,0.0,0.0
1986-12-30,0.1013425623414934,0.1029510620885197,0.100269600201013,0.1024148985743522,25401600,0.0,0.0
1986-12-31,0.1024149241391324,0.105095760788207,0.1024149241391324,0.1034872606396675,23356800,0.0,0.0
1987-01-02,0.103487234807211,0.1045595710400698,0.1018787258556609,0.1024148985743522,12643200,0.0,0.0
1987-01-05,0.1024149245499582,0.1093851072291332,0.1018787516952767,0.1083127707242965,48499200,0.0,0.0
1987-01-06,0.1083128277219937,0.1104575018602636,0.1077766545851607,0.1099213287234306,40032000,0.0,0.0
1987-01-07,0.1099212938051591,0.1158197671175003,0.1099212938051591,0.1158197671175003,60998400,0.0,0.0
1987-01-08,0.116355956399822,0.1206459301626119,0.116355956399822,0.1195729672908783,61488000,0.0,0.0
1987-01-09,0.1195729441636176,0.1249352538529393,0.1190367803877424,0.1243990808725357,63705600,0.0,0.0
1987-01-12,0.1243990184961051,0.133514497659435,0.1233266822775194,0.1324421614408493,128793600,0.0,0.0
1987-01-13,0.1313698575347087,0.1313698575347087,0.1265437220586591,0.1286883950233459,76320000,0.0,0.0
1987-01-14,0.1286883950233459,0.1292245586622546,0.1260075492152244,0.1286883950233459,69465600,0.0,0.0
1987-01-15,0.1286883467095218,0.1388761515679265,0.1286883467095218,0.1356591433286667,117014400,0.0,0.0
1987-01-16,0.1356591608920826,0.1356591608920826,0.1297606995890335,0.1324421614408493,65433600,0.0,0.0
1987-01-19,0.1324421702728912,0.1372676789760589,0.1297607082422594,0.1372676789760589,88243200,0.0,0.0
1987-01-20,0.1372677003896103,0.1426299993797291,0.1367315275586582,0.139412373304367,95760000,0.0,0.0
1987-01-21,0.1394123429169848,0.1490639856328711,0.1367314977556135,0.1453108042478561,108489600,0.0,0.0
1987-01-22,0.1453108019500072,0.1603247422497844,0.1410214663277846,0.159788578748703,116035200,0.0,0.0
1987-01-23,0.1597886194978855,0.1662226383788038,0.1447746753692627,0.1447746753692627,317894400,0.0,0.0
1987-01-26,0.1458469691270466,0.1490639776251603,0.1410214609821377,0.1474554687738418,116553600,0.0,0.0
1987-01-27,0.1474555169775384,0.1554986529529483,0.1474555169775384,0.1533539891242981,114105600,0.0,0.0
1987-01-28,0.1533539749940603,0.1560348206407774,0.149064012619729,0.1538901478052139,76723200,0.0,0.0
1987-01-29,0.153890111677652,0.1554986021199239,0.1442384694802514,0.1474554687738418,79228800,0.0,0.0
1987-01-30,0.147455500992484,0.1571071452987437,0.1453108281918028,0.1568390727043151,104169600,0.0,0.0
1987-02-02,0.1568390769239686,0.1597886119040608,0.1565709859132766,0.1565709859132766,46915200,0.0,0.0
1987-02-03,0.1565709842474056,0.158179493476341,0.1512093021584968,0.1538901478052139,59328000,0.0,0.0
1987-02-04,0.1538901577460283,0.1549624850285536,0.1522816484131883,0.1544263213872909,31737600,0.0,0.0
1987-02-05,0.1544263256408863,0.1554986529529483,0.1517454889516788,0.1533539891242981,42652800,0.0,0.0
1987-02-06,0.1533539501492948,0.1541582046334658,0.1469193159818705,0.1477235704660415,45619200,0.0,0.0
1987-02-09,0.1474555627674007,0.1474555627674007,0.1455789801840246,0.1463832259178161,136080000,0.0,0.0
1987-02-10,0.1463831670836894,0.1469193398952484,0.1431661670324372,0.1469193398952484,44668800,0.0,0.0
1987-02-11,0.1474555033907937,0.1538901478052139,0.1474555033907937,0.1538901478052139,60307200,0.0,0.0
1987-02-12,0.1538901539794794,0.1654183807329704,0.1538901539794794,0.164614126086235,185731200,0.0,0.0
1987-02-13,0.1646141260261585,0.1667587989469862,0.1592524529286148,0.1630056351423263,81763200,0.0,0.0
1987-02-17,0.1630056549204823,0.1646141459994794,0.1592524722513815,0.1640779823064804,70732800,0.0,0.0
1987-02-18,0.1640779558750822,0.1667587923172739,0.1533539749940603,0.1538901478052139,128592000,0.0,0.0
1987-02-19,0.1533539389923714,0.1533539389923714,0.1458469691270466,0.1474554687738418,317750400,0.0,0.0
1987-02-20,0.1474554926382111,0.1474554926382111,0.1437023200519222,0.1458469927310943,87897600,0.0,0.0
1987-02-23,0.1458469800698374,0.1571071227588734,0.1426299713303539,0.1549624502658844,125913600,0.0,0.0
1987-02-24,0.154962460818167,0.1630056137244718,0.154962460818167,0.1624694317579269,120816000,0.0,0.0
1987-02-25,0.1624694146631575,0.1654183415326764,0.1587156258389336,0.159788578748703,65001600,0.0,0.0
1987-02-26,0.1597886036896121,0.1705125933379584,0.1565709778642404,0.1656864583492279,145209600,0.0,0.0
1987-02-27,0.1656864717515661,0.1667587990078455,0.1619332895364848,0.164614126086235,37555200,0.0,0.0
1987-03-02,0.1646140870765306,0.1646140870765306,0.1587156258389336,0.159788578748703,79516800,0.0,0.0
1987-03-03,0.159788578748703,0.1613970876609946,0.1576432804277235,0.159788578748703,81100800,0.0,0.0
1987-03-04,0.1597886626320351,0.1715849838013166,0.1592524988494868,0.1710488200187683,98179200,0.0,0.0
1987-03-05,0.1710487795192984,0.1828450978955483,0.1710487795192984,0.1790919154882431,128188800,0.0,0.0
1987-03-06,0.1790918905860529,0.1801642361571991,0.1742657556308205,0.1785557270050048,63561600,0.0,0.0
1987-03-09,0.1785557454029926,0.1790919090392858,0.174265773586779,0.1753381192684173,38275200,0.0,0.0
1987-03-10,0.1753380787792929,0.1828450490888055,0.1748018968577632,0.1807003766298294,74102400,0.0,0.0
1987-03-11,0.1833812147378921,0.1844535417753502,0.181236542253928,0.1833812147378921,43862400,0.0,0.0
1987-03-12,0.1833811909304798,0.1855258631360125,0.1790918465194145,0.1841854453086853,71337600,0.0,0.0
1987-03-13,0.1841855008601657,0.1855259190917713,0.1737296017004767,0.177482783794403,105120000,0.0,0.0
1987-03-16,0.1769466301293209,0.1769466301293209,0.1710487926469679,0.1764104664325714,88473600,0.0,0.0
