,trend(t-5),trend(t-4),trend(t-3),trend(t-2),trend(t-1),trend(t)
1986-03-20,0.0639151658117769,0.0629393056035041,0.0615559317171571,0.0613414697349073,0.0603763699531566,0.0588749758899221
1986-03-21,0.0629393056035041,0.0615559317171571,0.0613414697349073,0.0603763699531566,0.0588749758899221,0.0579098775982858
1986-03-24,0.0615559317171571,0.0613414697349073,0.0603763699531566,0.0588749758899221,0.0579098775982858,0.0574809417128538
1986-03-25,0.0613414697349073,0.0603763699531566,0.0588749758899221,0.0579098775982858,0.0574809417128538,0.057588175684217
1986-03-26,0.0603763699531566,0.0588749758899221,0.0579098775982858,0.0574809417128538,0.057588175684217,0.0579098768532291
1986-03-27,0.0588749758899221,0.0579098775982858,0.0574809417128538,0.057588175684217,0.0579098768532291,0.0584460459649544
1986-03-31,0.0579098775982858,0.0574809417128538,0.057588175684217,0.0579098768532291,0.0584460459649544,0.058874976634977
1986-04-01,0.0574809417128538,0.057588175684217,0.0579098768532291,0.0584460459649544,0.058874976634977,0.0590894453227563
1986-04-02,0.057588175684217,0.0579098768532291,0.0584460459649544,0.058874976634977,0.0590894453227563,0.0590894453227553
1986-04-03,0.0579098768532291,0.0584460459649544,0.058874976634977,0.0590894453227563,0.0590894453227553,0.0589822106063354
1986-04-04,0.0584460459649544,0.058874976634977,0.0590894453227563,0.0590894453227553,0.0589822106063354,0.0590894453227516
1986-04-07,0.058874976634977,0.0590894453227563,0.0590894453227553,0.0589822106063354,0.0590894453227516,0.0593039073050014
1986-04-08,0.0590894453227563,0.0590894453227553,0.0589822106063354,0.0590894453227516,0.0593039073050014,0.0595183745026551
1986-04-09,0.0590894453227553,0.0589822106063354,0.0590894453227516,0.0593039073050014,0.0595183745026551,0.0599473081529159
1986-04-10,0.0589822106063354,0.0590894453227516,0.0593039073050014,0.0595183745026551,0.0599473081529159,0.0606979414820678
1986-04-11,0.0590894453227516,0.0593039073050014,0.0595183745026551,0.0599473081529159,0.0606979414820678,0.0613413400948064
1986-04-14,0.0593039073050014,0.0595183745026551,0.0599473081529159,0.0606979414820678,0.0613413400948064,0.0621993333101302
1986-04-15,0.0595183745026551,0.0599473081529159,0.0606979414820678,0.0613413400948064,0.0621993333101302,0.0630573250353312
1986-04-16,0.0599473081529159,0.0606979414820678,0.0613413400948064,0.0621993333101302,0.0630573250353312,0.0632719144225126
1986-04-17,0.0606979414820678,0.0613413400948064,0.0621993333101302,0.0630573250353312,0.0632719144225126,0.0633792728185691
1986-04-18,0.0613413400948064,0.0621993333101302,0.0630573250353312,0.0632719144225126,0.0633792728185691,0.0632720418274423
1986-04-21,0.0621993333101302,0.0630573250353312,0.0632719144225126,0.0633792728185691,0.0632720418274423,0.0627893693745173
1986-04-22,0.0630573250353312,0.0632719144225126,0.0633792728185691,0.0632720418274423,0.0627893693745173,0.0634327702224243
1986-04-23,0.0632719144225126,0.0633792728185691,0.0632720418274423,0.0627893693745173,0.0634327702224243,0.0653630964458005
1986-04-24,0.0633792728185691,0.0632720418274423,0.0627893693745173,0.0634327702224243,0.0653630964458005,0.0674006573855873
1986-04-25,0.0632720418274423,0.0627893693745173,0.0634327702224243,0.0653630964458005,0.0674006573855873,0.0692237481474887
1986-04-28,0.0627893693745173,0.0634327702224243,0.0653630964458005,0.0674006573855873,0.0692237481474887,0.0706715241074509
1986-04-29,0.0634327702224243,0.0653630964458005,0.0674006573855873,0.0692237481474887,0.0706715241074509,0.0706715241074547
1986-04-30,0.0653630964458005,0.0674006573855873,0.0692237481474887,0.0706715241074509,0.0706715241074547,0.069813534617424
1986-05-01,0.0674006573855873,0.0692237481474887,0.0706715241074509,0.0706715241074547,0.069813534617424,0.0687410771846763
1986-05-02,0.0692237481474887,0.0706715241074509,0.0706715241074547,0.069813534617424,0.0687410771846763,0.0682049125432953
1986-05-05,0.0706715241074509,0.0706715241074547,0.069813534617424,0.0687410771846763,0.0682049125432953,0.0679904475808128
1986-05-06,0.0706715241074547,0.069813534617424,0.0687410771846763,0.0682049125432953,0.0679904475808128,0.0680976793169945
1986-05-07,0.069813534617424,0.0687410771846763,0.0682049125432953,0.0679904475808128,0.0680976793169945,0.0680976793169964
1986-05-08,0.0687410771846763,0.0682049125432953,0.0679904475808128,0.0680976793169945,0.0680976793169964,0.0683121442794732
1986-05-09,0.0682049125432953,0.0679904475808128,0.0680976793169945,0.0680976793169964,0.0683121442794732,0.0685266092419631
1986-05-12,0.0679904475808128,0.0680976793169945,0.0680976793169964,0.0683121442794732,0.0685266092419631,0.0686338409781448
1986-05-13,0.0680976793169945,0.0680976793169964,0.0683121442794732,0.0685266092419631,0.0686338409781448,0.0686338409781429
1986-05-14,0.0680976793169964,0.0683121442794732,0.0685266092419631,0.0686338409781448,0.0686338409781429,0.0688483059406254
1986-05-15,0.0683121442794732,0.0685266092419631,0.0686338409781448,0.0686338409781429,0.0688483059406254,0.0687410742044475
1986-05-16,0.0685266092419631,0.0686338409781448,0.0686338409781429,0.0688483059406254,0.0687410742044475,0.0684193760156642
1986-05-19,0.0686338409781448,0.0686338409781429,0.0688483059406254,0.0687410742044475,0.0684193760156642,0.0679904416203457
1986-05-20,0.0686338409781429,0.0688483059406254,0.0687410742044475,0.0684193760156642,0.0679904416203457,0.067561507225031
1986-05-21,0.0688483059406254,0.0687410742044475,0.0684193760156642,0.0679904416203457,0.067561507225031,0.0670253396034173
1986-05-22,0.0687410742044475,0.0684193760156642,0.0679904416203457,0.067561507225031,0.0670253396034173,0.0671325713396046
