,trend(t-5),trend(t-4),trend(t-3),trend(t-2),trend(t-1),trend(t)
2010-07-07,0.0013911500242967112,0.0011435503844981444,0.0009839842871827579,0.0006079597935596598,0.0003118812748303069,9.993196993950126e-05
2010-07-08,0.0011435503844981444,0.0009839842871827579,0.0006079597935596598,0.0003118812748303069,9.993196993950126e-05,0.0
2010-07-09,0.0009839842871827579,0.0006079597935596598,0.0003118812748303069,9.993196993950126e-05,0.0,9.435434571704662e-05
2010-07-12,0.0006079597935596598,0.0003118812748303069,9.993196993950126e-05,0.0,9.435434571704662e-05,0.00028213441661670887
2010-07-13,0.0003118812748303069,9.993196993950126e-05,0.0,9.435434571704662e-05,0.00028213441661670887,0.000395081037005471
2010-07-14,9.993196993950126e-05,0.0,9.435434571704662e-05,0.00028213441661670887,0.000395081037005471,0.0005456766416744412
2010-07-15,0.0,9.435434571704662e-05,0.00028213441661670887,0.000395081037005471,0.0005456766416744412,0.0007715699655649732
2010-07-16,9.435434571704662e-05,0.00028213441661670887,0.000395081037005471,0.0005456766416744412,0.0007715699655649732,0.000871967035344345
2010-07-19,0.00028213441661670887,0.000395081037005471,0.0005456766416744412,0.0007715699655649732,0.000871967035344345,0.0008896292765623497
2010-07-20,0.000395081037005471,0.0005456766416744412,0.0007715699655649732,0.000871967035344345,0.0008896292765623497,0.0009412221967293743
2010-07-21,0.0005456766416744412,0.0007715699655649732,0.000871967035344345,0.0008896292765623497,0.0009412221967293743,0.0009714339885569471
2010-07-22,0.0007715699655649732,0.000871967035344345,0.0008896292765623497,0.0009412221967293743,0.0009714339885569471,0.0009268130778898659
2010-07-23,0.000871967035344345,0.0008896292765623497,0.0009412221967293743,0.0009714339885569471,0.0009268130778898659,0.0009384333430617099
2010-07-26,0.0008896292765623497,0.0009412221967293743,0.0009714339885569471,0.0009268130778898659,0.0009384333430617099,0.000961673125389393
2010-07-27,0.0009412221967293743,0.0009714339885569471,0.0009268130778898659,0.0009384333430617099,0.000961673125389393,0.0009314613335618116
2010-07-28,0.0009714339885569471,0.0009268130778898659,0.0009384333430617099,0.000961673125389393,0.0009314613335618116,0.0008687131649498161
2010-07-29,0.0009268130778898659,0.0009384333430617099,0.000961673125389393,0.0009314613335618116,0.0008687131649498161,0.0008673187796723195
2010-07-30,0.0009384333430617099,0.000961673125389393,0.0009314613335618116,0.0008687131649498161,0.0008673187796723195,0.0009323907021123734
2010-08-02,0.000961673125389393,0.0009314613335618116,0.0008687131649498161,0.0008673187796723195,0.0009323907021123734,0.0009574899695572112
2010-08-03,0.0009314613335618116,0.0008687131649498161,0.0008673187796723195,0.0009323907021123734,0.0009574899695572112,0.0009621374772130192
2010-08-04,0.0008687131649498161,0.0008673187796723195,0.0009323907021123734,0.0009574899695572112,0.0009621374772130192,0.0009458697043851997
2010-08-05,0.0008673187796723195,0.0009323907021123734,0.0009574899695572112,0.0009621374772130192,0.0009458697043851997,0.00088451592105049
2010-08-06,0.0009323907021123734,0.0009574899695572112,0.0009621374772130192,0.0009458697043851997,0.00088451592105049,0.00074879445194799
2010-08-09,0.0009574899695572112,0.0009621374772130192,0.0009458697043851997,0.00088451592105049,0.00074879445194799,0.000592621306169501
2010-08-10,0.0009621374772130192,0.0009458697043851997,0.00088451592105049,0.00074879445194799,0.000592621306169501,0.00046015304255829243
2010-08-11,0.0009458697043851997,0.00088451592105049,0.00074879445194799,0.000592621306169501,0.00046015304255829243,0.00040112309616455004
2010-08-12,0.00088451592105049,0.00074879445194799,0.000592621306169501,0.00046015304255829243,0.00040112309616455004,0.00036300917827049306
2010-08-13,0.00074879445194799,0.000592621306169501,0.00046015304255829243,0.00040112309616455004,0.00036300917827049306,0.0003685868024929477
2010-08-16,0.000592621306169501,0.00046015304255829243,0.00040112309616455004,0.00036300917827049306,0.0003685868024929477,0.0004090244742149564
2010-08-17,0.00046015304255829243,0.00040112309616455004,0.00036300917827049306,0.0003685868024929477,0.0004090244742149564,0.00046433619839068505
