,resid
1997-05-15,0.026354363943981263
1997-05-16,-0.016428546726097868
1997-05-19,0.005546683145458269
1997-05-20,0.004947498749597864
1997-05-21,-0.010482441683825509
1997-05-22,0.010395886387262025
1997-05-23,-0.01707422283232596
1997-05-27,0.008723680747440234
1997-05-28,0.0024998980868909107
1997-05-29,-0.006211843391469576
1997-05-30,0.01576028802577888
1997-06-02,-0.01629242446957978
1997-06-03,0.004192082656310244
1997-06-04,-0.0030737039338547554
1997-06-05,-0.005899042686034017
1997-06-06,0.01997948774281468
1997-06-09,-0.013428223102690016
1997-06-10,0.0031508804091693616
1997-06-11,-0.0007821035276835845
1997-06-12,-0.00381583799939367
1997-06-13,0.01711488702480098
1997-06-16,-0.016813427179451893
1997-06-17,0.0031500802168100157
1997-06-18,0.0014058995355208928
1997-06-19,-0.005169441600860958
1997-06-20,0.01674968489590477
1997-06-23,-0.0182720213824536
1997-06-24,0.004661080313615134
1997-06-25,0.002447498153557908
1997-06-26,-0.0052736409507295355
1997-06-27,0.014822684611713075
1997-06-30,-0.01707422432244141
1997-07-01,2.5484038279026747e-05
1997-07-02,-0.0040109050165677155
1997-07-03,-0.00277364035468568
1997-07-07,0.014770688499838775
1997-07-08,-0.013584625690581307
1997-07-09,0.00606748021929353
1997-07-10,0.01411409706960906
1997-07-11,-0.008086640437656657
1997-07-14,0.005187485005291901
1997-07-15,-0.009990821748370033
1997-07-16,0.008567282629894162
1997-07-17,-0.00020870386470632583
1997-07-18,-0.0076174401245601734
1997-07-21,0.015291683759133399
1997-07-22,-0.021188624172804097
1997-07-23,0.008306481016573638
1997-07-24,0.0027600991834281904
1997-07-25,-0.009544838269765519
1997-07-28,0.014770883705057528
1997-07-29,-0.01249102500021321
1997-07-30,0.00648408092349244
1997-07-31,0.0014060977209711936
1997-08-01,-0.002149239977403089
1997-08-04,0.01581228711788613
1997-08-05,-0.020927824049579092
1997-08-06,0.004817277265486435
1997-08-07,-0.0015630987178232867
1997-08-08,-0.0030344404778939486
1997-08-11,0.02049968728009573
1997-08-12,-0.019521826475258772
1997-08-13,0.004661078823492483
1997-08-14,0.0028645011890967983
1997-08-15,-0.0062114410601147195
1997-08-18,0.011645484353939476
1997-08-19,-0.015407423644655364
1997-08-20,0.006900480462004284
1997-08-21,-5.2702118053736015e-05
1997-08-22,-0.008607237835941629
1997-08-25,0.015760684396665312
1997-08-26,-0.014313223927611824
1997-08-27,0.004660479796818983
1997-08-28,0.003593299101699559
1997-08-29,-0.005430042048504074
1997-09-02,0.014197485532200214
1997-09-03,-0.021813219755291855
1997-09-04,0.004921273959566612
1997-09-05,-0.009115102578300796
1997-09-08,-0.0011070363722371522
1997-09-09,0.02602048852626199
1997-09-10,-0.016449224918482015
1997-09-11,-0.002265722977230168
1997-09-12,0.020572302054276584
1997-09-15,-0.01746103992085792
1997-09-16,0.015395281102095568
1997-09-17,-0.018323621123427853
1997-09-18,-0.015703917967393358
1997-09-19,0.0018224957693617058
1997-09-22,0.012434554795210256
1997-09-23,0.03201029040995432
1997-09-24,-0.016396823495035507
1997-09-25,-0.004245321380208429
1997-09-26,0.00046809644589572343
1997-09-29,-0.009544836779663602
1997-09-30,0.02716648914995848
1997-10-01,-0.020927831500184197
1997-10-02,0.00012988604395282495
1997-10-03,0.0006240996826702002
1997-10-06,-0.0010550462208369802
1997-10-07,0.0193544898289772
1997-10-08,-0.01582442519009235
1997-10-09,-0.0049223198762704656
1997-10-10,0.0008328977335454865
1997-10-13,-0.0006904386482814049
1997-10-14,0.02070787885370393
1997-10-15,-0.013115420907144893
1997-10-16,-0.003776515947896587
1997-10-17,-0.010833897877836077
1997-10-20,-0.014232041736659058
1997-10-21,0.028416279341607568
1997-10-22,-0.01462582048714799
1997-10-23,0.002265076411648902
1997-10-24,0.020780501078462785
1997-10-27,-0.032981845041345506
1997-10-28,0.015812489773665426
1997-10-29,0.003654786974787782
1997-10-30,0.004765077007696643
1997-10-31,-3.066550639677437e-07
1997-11-03,-0.002669649621063519
1997-11-04,0.017427087213423596
1997-11-05,-0.014417815178041877
1997-11-06,0.005963076723499093
1997-11-07,0.004374099086618634
1997-11-10,-0.0054298364124898855
1997-11-11,0.010760283853442052
1997-11-12,-0.028688427775506082
1997-11-13,-0.003515921460705047
1997-11-14,0.004582500766617772
1997-11-17,0.00029915938753101185
1997-11-18,0.0163328889864961
1997-11-19,-0.01592802700340869
1997-11-20,0.011588479650893895
1997-11-21,0.00645770461450161
1997-11-24,-0.01136784185987243
1997-11-25,0.013103881861599196
1997-11-26,-0.01556342539131771
1997-11-28,2.5479567934571026e-05
1997-12-01,0.0031246993053966462
1997-12-02,-0.008398633500159309
1997-12-03,0.014614081766044982
1997-12-04,-0.016709628670810318
1997-12-05,0.005859287155555575
1997-12-08,0.007551694225174834
1997-12-09,-0.0026698403559280324
1997-12-10,0.01018748619739063
1997-12-11,-0.013428223102691306
1997-12-12,0.003983478320519556
1997-12-15,0.004687297653060542
1997-12-16,-0.004908835192732708
1997-12-17,0.013312086846258956
1997-12-18,-0.02650142905056734
1997-12-19,0.004661075843260297
1997-12-22,0.009843504737720235
1997-12-23,-0.0033988379440831216
1997-12-24,0.014249480153956443
1997-12-26,-0.025146621435285833
1997-12-29,0.0047650770077030825
1997-12-30,0.003593099426134407
1997-12-31,0.0025909669198376064
1998-01-02,0.019770881916923975
1998-01-05,-0.023688825934530578
1998-01-06,0.007212881816317145
1998-01-07,0.008749896596776066
1998-01-08,-0.0024094395838333447
1998-01-09,0.0029998842734376453
1998-01-12,-0.029574224322438215
